Genotype,Envir,Row,Column,anthesis,R,C,anthesis_spats_residuals,anthesis_spats_geno_pred_values,anthesis_spats_adj_pheno
EP67,Gai12R_block_20,5,24,63.3048330487,5,24,-2.54394111240544,64.7123771943188,62.1684360819133
F1808,Gai12R_block_20,14,27,64.7849117529,14,27,-0.411979339036392,66.8443389676877,66.4323596286513
F7001,Gai12R_block_20,23,25,64.7849117529,23,25,-0.300014470400441,66.9563038363237,66.6562893659233
F908,Gai12R_block_20,23,22,64.7849117529,23,22,0.544249175084929,67.800567481809,68.3448166568939
F98902,Gai12R_block_20,5,26,71.7553055814,5,26,2.82273516143808,70.079053468162,72.9017886296001
HMV5347,Gai12R_block_20,5,28,63.3048330487,5,28,-0.502343101473578,66.7539752052506,66.251632103777
HMV5409,Gai12R_block_20,23,23,67.0282656168,23,23,-0.144607168115215,67.1117111386089,66.9671039704937
Lo1056,Gai12R_block_20,14,23,71.7553055814,14,23,1.18688303934226,68.4432013460664,69.6300843854087
Lo1180,Gai12R_block_20,14,26,64.7849117529,14,26,-1.49970308800222,65.756615218722,64.2569121307198
Lo1223,Gai12R_block_20,5,22,71.7553055814,5,22,0.721044874093607,67.9773631808177,68.6984080549113
Lo1290,Gai12R_block_20,23,24,68.1234868243,23,24,0.681853904978482,67.9381722117026,68.620026116681
Mo17,Gai12R_block_20,14,24,71.7553055814,14,24,2.08811793388911,69.3444362406132,71.4325541745023
Oh33,Gai12R_block_20,23,27,67.0282656168,23,27,-0.751432022601207,66.5048862841229,65.7534542615217
Pa91,Gai12R_block_20,23,28,74.9190642556,23,28,1.13756331960069,68.3938816263247,69.5314449459254
PHR36,Gai12R_block_20,5,27,62.0608834049,5,27,-0.313924116507806,66.9423941902163,66.6284700737085
W182E,Gai12R_block_20,14,22,63.3048330487,14,22,-1.84915585011361,65.4071624566106,63.558006606497
W23,Gai12R_block_20,5,25,63.3048330487,5,25,-0.61066774230266,66.6456505644215,66.0349828221188
W604S,Gai12R_block_20,23,26,68.1234868243,23,26,-0.66839741896014,66.5879208877641,65.9195234688039
B84,Ner12R_block_7,3,6,71.3778600686,3,6,1.30225456912764,68.8754890492996,70.1777436184273
CR1Ht,Ner12R_block_7,15,1,67.1130688606,15,1,-0.302917170138642,67.2703173100332,66.9674001398945
EP67,Ner12R_block_7,3,7,65.5501162279,3,7,-0.943020731807763,66.6302137483642,65.6871930165564
EP77,Ner12R_block_7,27,1,65.5501162279,27,1,-0.447545504058311,67.1256889761137,66.6781434720553
EZ40,Ner12R_block_7,15,7,68.7503943227,15,7,0.0406110261530301,67.613845506325,67.654456532478
F1890,Ner12R_block_7,15,6,70.1020957105,15,6,1.38094821569679,68.9541826958687,70.3351309115655
F7025,Ner12R_block_7,27,3,67.1130688606,27,3,0.08283051689736,67.6560649970692,67.7388955139665
F98902,Ner12R_block_7,3,5,68.7503943227,3,5,-0.322004606264926,67.2512298739071,66.9292252676421
HMV5347,Ner12R_block_7,3,2,65.5501162279,3,2,-0.853574405420176,66.7196600747518,65.8660856693316
HMV5502,Ner12R_block_7,15,3,71.3778600686,15,3,1.58007362405526,69.1533081042272,70.7333817282825
Lo1095,Ner12R_block_7,27,4,70.1020957105,27,4,0.946947678282456,68.5201821584544,69.4671298367369
Lo1223,Ner12R_block_7,3,3,68.7503943227,3,3,0.459391896938968,68.0326263771109,68.4920182740499
Lo1266,Ner12R_block_7,27,5,68.7503943227,27,5,0.181310720805584,67.7545452009775,67.9358559217831
PH207,Ner12R_block_7,27,7,65.5501162279,27,7,-0.330206348621289,67.2430281315507,66.9128217829294
PHG47,Ner12R_block_7,27,6,65.5501162279,27,6,-0.891086039920964,66.6821484402509,65.7910624003299
PHR36,Ner12R_block_7,3,1,68.7503943227,3,1,0.469316206908772,68.0425506870806,68.5118668939893
UH_P060,Ner12R_block_7,15,4,65.5501162279,15,4,-0.359384047469703,67.2138504327022,66.8544663852325
UH_S025,Ner12R_block_7,27,2,65.5501162279,27,2,-0.312462519682839,67.260771960489,66.9483094408061
W153R,Ner12R_block_7,15,5,64.1249962123,15,5,-0.798908655700643,66.7743258244714,65.9754171687707
W23,Ner12R_block_7,3,4,67.1130688606,3,4,-0.882574425780163,66.6906600543917,65.8080856286115
B84,Ner12R_block_9,15,19,68.7503943227,15,19,-0.310823258540012,68.8719062695458,68.5610830110058
DKMBST,Ner12R_block_9,27,19,71.3778600686,27,19,1.22136730604711,70.4040968341328,71.6254641401799
EC151,Ner12R_block_9,3,19,68.7503943227,3,19,-0.143603941721864,69.039125586364,68.8955216446422
EC175,Ner12R_block_9,27,15,67.1130688606,27,15,-0.113649341722365,69.0690801863633,68.9554308446409
EP77,Ner12R_block_9,15,16,65.5501162279,15,16,-0.712906820145179,68.4698227079404,67.7569158877953
F252,Ner12R_block_9,15,17,62.7379361939,15,17,-1.34163779257953,67.8410917355061,66.4994539429266
FP1,Ner12R_block_9,3,16,68.7503943227,3,16,-1.13286388838871,68.049865639697,66.9170017513083
HMV5405,Ner12R_block_9,27,21,68.7503943227,27,21,0.524637794381306,69.707367322467,70.2320051168483
HMV5422,Ner12R_block_9,15,20,70.1020957105,15,20,-0.19387996392723,68.9888495641585,68.7949696002313
LH93,Ner12R_block_9,15,18,68.7503943227,15,18,0.563291890586413,69.7460214186722,70.3093133092586
Lo1026,Ner12R_block_9,27,18,70.1020957105,27,18,-0.157886634746703,69.0248428933389,68.8669562585922
Lo1124,Ner12R_block_9,3,21,68.7503943227,3,21,0.240488794036907,69.4232183221226,69.6637071161595
Lo1199,Ner12R_block_9,27,17,72.7618835003,27,17,0.544738045115636,69.7274675732012,70.2722056183169
NC290,Ner12R_block_9,27,16,71.3778600686,27,16,0.446083048741997,69.6288125768277,70.0748956255697
NQ508,Ner12R_block_9,15,21,71.3778600686,15,21,0.419122182084337,69.6018517101699,70.0209738922543
Os426,Ner12R_block_9,3,15,71.3778600686,3,15,1.2939936453777,70.4767231734634,71.7707168188411
PH207,Ner12R_block_9,3,20,68.7503943227,3,20,0.250482994363495,69.4332125224492,69.6836955168127
PHG35,Ner12R_block_9,3,17,74.2429872652,3,17,1.12047548911697,70.3032050172027,71.4236805063197
PHH93,Ner12R_block_9,3,18,68.7503943227,3,18,-0.842295270526535,68.3404342575593,67.4981389870328
PHW65,Ner12R_block_9,15,15,71.3778600686,15,15,0.00347811800403974,69.1862076460896,69.1896857640936
UH_P074,Ner12R_block_9,27,20,64.1249962123,27,20,-1.67861239555825,67.5041171325275,65.8255047369693
B84,Ner12R_block_2,25,10,71.3778600686,25,10,1.41721145265996,70.5166152748204,71.9338267274804
DK78371A,Ner12R_block_2,25,14,71.3778600686,25,14,-0.143573693072597,68.9558301290877,68.8122564360151
EP51,Ner12R_block_2,13,9,65.5501162279,13,9,-1.16880809765661,67.9305957245036,66.761787626847
EZ38,Ner12R_block_2,1,14,71.3778600686,1,14,0.169292001028936,69.2686958231893,69.4379878242182
F05101,Ner12R_block_2,13,8,68.7503943227,13,8,0.68081328747914,69.7802171096396,70.4610303971187
F1890,Ner12R_block_2,1,10,68.7503943227,1,10,-0.425802214672572,68.6736016074878,68.2477993928152
F354,Ner12R_block_2,25,9,65.5501162279,25,9,-0.423874059625049,68.6755297625352,68.2516557029102
I238,Ner12R_block_2,1,9,68.7503943227,1,9,0.400498978777733,69.4999028009382,69.9004017797159
I261,Ner12R_block_2,13,10,71.3778600686,13,10,1.30975211831459,70.4091559404751,71.7189080587897
Lo1242,Ner12R_block_2,13,11,68.7503943227,13,11,-0.167022520994792,68.9323813011656,68.7653587801708
Lo1273,Ner12R_block_2,1,11,71.3778600686,1,11,0.461878073396406,69.5612818955568,70.0231599689532
Lo1288,Ner12R_block_2,25,12,72.7618835003,25,12,1.00203961501408,70.1014434371745,71.1034830521886
N25,Ner12R_block_2,1,13,71.3778600686,1,13,0.181948905724269,69.2813527278847,69.463301633609
Pa405,Ner12R_block_2,13,12,68.7503943227,13,12,-0.362569751329374,68.736834070831,68.3742643195016
Pa91,Ner12R_block_2,25,13,70.1020957105,25,13,-0.558644062434382,68.5407597597259,67.9821156972915
PHG83,Ner12R_block_2,13,14,71.3778600686,13,14,0.220811739263567,69.3202155614239,69.5410273006875
PHK76,Ner12R_block_2,1,12,70.1020957105,1,12,-0.423581807758453,68.6758220144018,68.2522402066434
SGI061,Ner12R_block_2,25,11,68.7503943227,25,11,-0.532782253919876,68.5666215682405,68.0338393143206
UH_6102,Ner12R_block_2,1,8,65.5501162279,1,8,-0.305160708732984,68.7942431134274,68.4890824046944
UH_S018,Ner12R_block_2,13,13,68.7503943227,13,13,-0.631123230604231,68.4682805915561,67.8371573609519
W153R,Ner12R_block_2,25,8,62.7379361939,25,8,-0.701303770858452,68.3981000513018,67.6967962804434
B89,Ner13R_block_20,9,30,69.2650163654,9,30,-0.169409392519171,72.5835177458733,72.4141083533541
EC169,Ner13R_block_20,5,34,64.6149460646,5,34,-2.56889598825019,70.1840311501422,67.615135161892
EC232,Ner13R_block_20,5,35,72.685148523,5,35,2.18521274560456,74.9381398839969,77.1233526296015
EZ40,Ner13R_block_20,9,35,78.5569075375,9,35,0.178352561080004,72.9312796994724,73.1096322605524
EZ42,Ner13R_block_20,9,33,72.685148523,9,33,-0.417272881063553,72.3356542573289,71.9183813762653
EZ47,Ner13R_block_20,5,30,75.7266897951,5,30,0.000921078494727112,72.7538482168872,72.7547692953819
F05404,Ner13R_block_20,1,35,74.246732055,1,35,1.02766109802374,73.7805882364159,74.8082493344397
F608,Ner13R_block_20,1,34,67.8657230313,1,34,-2.48736303918113,70.2655640992113,67.7782010600302
F7057,Ner13R_block_20,9,31,70.9478960649,9,31,0.339262840898982,73.0921899792913,73.4314528201903
F888,Ner13R_block_20,1,33,72.685148523,1,33,-0.461701633133956,72.2912255052586,71.8295238721246
F894,Ner13R_block_20,5,32,75.7266897951,5,32,1.4819378186213,74.2348649570137,75.716802775635
Lo1280,Ner13R_block_20,9,34,77.2214168404,9,34,0.689803329657494,73.4427304680499,74.1325337977074
NC358,Ner13R_block_20,1,32,78.5569075375,1,32,2.28553295200318,75.0384600903956,77.3239930423987
NDB8,Ner13R_block_20,9,29,69.2650163654,9,29,0.028678121122951,72.7816052595154,72.8102833806384
NK807,Ner13R_block_20,5,31,67.8657230313,5,31,-3.17595284310222,69.5769742952904,66.4010214521881
Oh33,Ner13R_block_20,1,31,72.685148523,1,31,-0.448826629750855,72.3041005086416,71.8552738788907
PHB09,Ner13R_block_20,5,33,74.246732055,5,33,1.48894842676418,74.2418755651566,75.7308239919208
PHG84,Ner13R_block_20,5,29,83.1617567537,5,29,2.96757715256948,75.7205042909619,78.6880814435314
UH_P024,Ner13R_block_20,9,32,67.8657230313,9,32,-1.83928877452792,70.9136383638645,69.0743495893366
UH_P089,Ner13R_block_20,1,29,69.2650163654,1,29,-1.10517694331186,71.6477501950805,70.5425732517686
B89,Kar13W_block_4,4,3,62.7347000143,4,3,-0.54214643620687,66.0238962735609,65.481749837354
B97,Kar13W_block_4,14,5,68.6907212253,14,5,0.335884361597493,66.9019270713649,67.2378114329624
EC136,Kar13W_block_4,4,1,61.1590379566,4,1,-0.0898839828708233,66.4761587268968,66.3862747440259
F1808,Kar13W_block_4,5,5,65.7692587506,5,5,-0.0580173662633285,66.5080253435042,66.4500079772409
F7028,Kar13W_block_4,14,3,64.2677005306,14,3,-1.19114530469055,65.3748974050774,64.1837521003868
F752,Kar13W_block_4,5,6,67.2869986061,5,6,0.78285485133722,67.3488975611044,68.1317524124417
HMV5301,Kar13W_block_4,14,6,65.7692587506,14,6,-1.28243514065981,65.2836075691082,64.0011724284484
LH65,Kar13W_block_4,4,4,67.2869986061,4,4,0.628496023600874,67.1945387333681,67.823034756969
LH74,Kar13W_block_4,14,1,67.2869986061,14,1,0.565907748768808,67.1319504585361,67.6978582073049
Lo1124,Kar13W_block_4,14,7,70.3107674332,14,7,0.705220569889548,67.2712632796568,67.9764838495463
Lo1282,Kar13W_block_4,14,4,70.3107674332,14,4,1.2212260405902,67.7872687503573,69.0084947909475
PHB09,Kar13W_block_4,14,2,65.7692587506,14,2,-0.350111798007902,66.2159309117598,65.8658191137519
UH_P115,Kar13W_block_4,4,2,62.7347000143,4,2,0.0444526928643896,66.6104954026319,66.6549480954963
UH_S018,Kar13W_block_4,5,7,64.2677005306,5,7,-0.770302259948139,65.7957404498196,65.0254381898715
B89,Mar13R_block_29,5,16,66.1421419741,5,16,-0.359951810680357,67.5693049376762,67.2093531269959
DKMBST,Mar13R_block_29,5,18,70.3112532024,5,18,0.537202522174852,69.8743891541191,70.411591676294
DKMBST,Mar13R_block_29,11,34,68.9775284053,11,34,-0.470324563451698,69.8743891541191,69.4040645906674
EC140,Mar13R_block_29,17,16,63.2119003379,17,16,-0.905873351674835,64.6210683858504,63.7151950341756
EP10,Mar13R_block_29,11,32,67.6265019604,11,32,-0.0944427398804635,69.0031804831392,68.9087377432588
EZ38,Mar13R_block_29,5,15,70.3112532024,5,15,0.311180011177683,71.1937366915339,71.5049167027116
EZ42,Mar13R_block_29,11,30,66.1421419741,11,30,-0.182794312976583,68.5260398728993,68.3432455599227
F752,Mar13R_block_29,17,17,73.0115533369,17,17,0.513739255364584,72.2876531662971,72.8013924216617
F98902,Mar13R_block_29,11,29,67.6265019604,11,29,0.113659304986314,70.127030723722,70.2406900287084
H99,Mar13R_block_29,5,21,73.0115533369,5,21,0.386275975916178,71.5992906979454,71.9855666738616
HMV5502,Mar13R_block_29,11,31,70.3112532024,11,31,0.385653912738661,71.595931260261,71.9815851729996
I267,Mar13R_block_29,17,18,68.9775284053,17,18,-0.205299949327227,68.4044987085954,68.1991987592682
Lo1123,Mar13R_block_29,11,35,71.6416376017,11,35,0.311714682924602,71.196624173835,71.5083388567596
Lo1266,Mar13R_block_29,17,19,73.0115533369,17,19,0.348516339433957,71.3953706616378,71.7438870010718
PHG83,Mar13R_block_29,5,19,67.6265019604,5,19,-0.330965557376302,67.7258445227159,67.3948789653396
PHG86,Mar13R_block_29,17,21,71.6416376017,17,21,-0.0388030400991397,69.3036613843491,69.26485834425
PHV63,Mar13R_block_29,17,15,70.3112532024,17,15,0.247662830546162,70.8507136386871,71.0983764692333
UH_2500,Mar13R_block_29,5,17,66.1421419741,5,17,-0.446832777073467,67.1001063046428,66.6532735275693
UH_S020,Mar13R_block_29,11,33,67.6265019604,11,33,-0.163810088169427,68.628563736278,68.4647536481086
W604S,Mar13R_block_29,5,20,70.3112532024,5,20,-0.0467364622245867,69.7481011494265,69.7013646872019
W604S,Mar13R_block_29,17,20,71.6416376017,17,20,0.0902298176707461,69.7481011494265,69.8383309670972
B97,Gai12R_block_30,17,9,68.1234868243,17,9,-1.19304805797518,68.9382339866878,67.7451859287126
CO109,Gai12R_block_30,8,12,63.3048330487,8,12,-1.51369290939598,68.6175891352669,67.1038962258709
DKFBHJ,Gai12R_block_30,17,13,64.7849117529,17,13,-0.832111125609927,69.2991709190529,68.467059793443
EC242C,Gai12R_block_30,26,13,63.3048330487,26,13,-2.8776063469087,67.2536756977543,64.3760693508455
EP52,Gai12R_block_30,8,13,67.0282656168,8,13,1.37127111923643,71.5025531638991,72.8738242831355
EZ18,Gai12R_block_30,17,8,81.6621384111,17,8,2.14935866035117,72.2806407050139,74.429999365365
EZ35,Gai12R_block_30,8,14,65.9788172736,8,14,-0.142136148050383,69.9891458966124,69.847009748562
F894,Gai12R_block_30,26,9,69.1907382303,26,9,0.0949409340114329,70.2262229786742,70.3211639126856
FR697,Gai12R_block_30,17,12,73.2949949091,17,12,2.80276404461581,72.9340460892783,75.7368101338942
I233,Gai12R_block_30,26,14,78.9055366062,26,14,3.01601900722513,73.1473010518877,76.1633200591128
Lo1101,Gai12R_block_30,17,11,67.0282656168,17,11,-0.477284500826031,69.6539975438368,69.1767130430108
Lo1242,Gai12R_block_30,17,14,65.9788172736,17,14,-1.62692411831173,68.5043579263512,66.8774338080394
Lo1266,Gai12R_block_30,8,9,69.1907382303,8,9,-1.19003474963868,68.9412472950242,67.7512125453855
MS71,Gai12R_block_30,26,12,69.1907382303,26,12,-0.039861957274141,70.0914200873887,70.0515581301145
N16,Gai12R_block_30,26,8,74.9190642556,26,8,0.0471369405776301,70.1784189852404,70.225555925818
Pa91,Gai12R_block_30,8,11,70.3468421086,8,11,1.45754737816056,71.5888294228234,73.0463768009839
PHG35,Gai12R_block_30,26,11,69.1907382303,26,11,0.328409503740446,70.4596915484033,70.7881010521437
PHG83,Gai12R_block_30,17,10,67.0282656168,17,10,-0.463401595186781,69.6678804494761,69.2044788542893
SC-Malawi,Gai12R_block_30,8,8,78.9055366062,8,8,-0.162631343841241,69.9686507008215,69.8060193569803
W23,Gai12R_block_30,26,10,65.9788172736,26,10,-0.748714734902663,69.3825673097602,68.6338525748575
B97,Ner12R_block_3,25,17,68.7503943227,25,17,-0.2219133104919,69.4942337172673,69.2723204067754
DE811,Ner12R_block_3,25,16,70.1020957105,25,16,0.117660702279892,69.8338077300391,69.951468432319
DKFAPW,Ner12R_block_3,1,16,70.1020957105,1,16,0.499382759649137,70.2155297874085,70.7149125470576
EA1027,Ner12R_block_3,13,16,70.1020957105,13,16,-0.124527489070587,69.5916195386886,69.467092049618
EA1163,Ner12R_block_3,13,15,68.7503943227,13,15,-0.0508150020001921,69.665332025759,69.6145170237588
F874,Ner12R_block_3,1,15,65.5501162279,1,15,-0.368586316421727,69.3475607113373,68.9789743949156
F908,Ner12R_block_3,25,19,68.7503943227,25,19,0.648709615452972,70.3648566432122,71.0135662586652
LAN496,Ner12R_block_3,1,21,70.1020957105,1,21,-0.161914656339647,69.5542323714196,69.39231771508
LH59,Ner12R_block_3,25,15,70.1020957105,25,15,0.0823467076149598,69.7984937353741,69.8808404429891
LH82,Ner12R_block_3,1,19,68.7503943227,1,19,-0.326943255592894,69.3892037721662,69.0622605165733
Lo1095,Ner12R_block_3,1,18,71.3778600686,1,18,0.525659315962173,70.2418063437214,70.7674656596836
Lo1106,Ner12R_block_3,13,21,72.7618835003,13,21,0.358730745845833,70.074877773605,70.4336085194509
MS71,Ner12R_block_3,13,18,70.1020957105,13,18,-0.143322062321516,69.5728249654377,69.4295029031162
N192,Ner12R_block_3,13,19,68.7503943227,13,19,-0.461809044063713,69.2543379836954,68.7925289396317
Oh33,Ner12R_block_3,13,20,71.3778600686,13,20,0.674813149016103,70.3909601767754,71.0657733257915
Oh40B,Ner12R_block_3,1,17,70.1020957105,1,17,-0.177090620904579,69.5390564068545,69.3619657859499
Os426,Ner12R_block_3,25,21,71.3778600686,25,21,0.355728404727287,70.0718754324865,70.4276038372138
PHK29,Ner12R_block_3,13,17,71.3778600686,13,17,0.280044542648412,69.9961915704077,70.2762361130561
UH_6179,Ner12R_block_3,25,20,65.5501162279,25,20,-1.24908953961048,68.4670574881484,67.217967948538
Wf9,Ner12R_block_3,1,20,68.7503943227,1,20,-0.257064646379334,69.4590823813797,69.2020177350003
B97,Gai13R_block_27,70,19,81.197629786,70,19,0.396092597303891,81.827087829535,82.2231804268389
EP2008-18,Gai13R_block_27,65,19,76.907533587,65,19,-1.64028515704912,79.7907100751819,78.1504249181328
EP51,Gai13R_block_27,65,28,75.3318871563,65,28,-0.970763551538937,80.4602316806921,79.4894681291531
EZ40,Gai13R_block_27,66,19,85.7952931765,66,19,2.68713846600639,84.1181336982374,86.8052721642438
F608,Gai13R_block_27,68,10,81.197629786,68,10,-1.55827702695964,79.8727182052715,78.3144411783119
F7082,Gai13R_block_27,71,19,76.907533587,71,19,-1.61795393628047,79.8130412959507,78.1950873596702
F752,Gai13R_block_27,68,28,84.2066964446,68,28,1.77552136734731,83.2065165995784,84.9820379669257
HMV5422,Gai13R_block_27,67,28,84.2066964446,67,28,1.99577959376818,83.4267748259994,85.4225544197676
I238,Gai13R_block_27,69,10,89.1385341643,69,10,2.33253197098163,83.7635272032127,86.0960591741944
I267,Gai13R_block_27,67,10,85.7952931765,67,10,0.544166300115393,81.9751615323466,82.519327832462
IDT,Gai13R_block_27,70,10,85.7952931765,70,10,0.54166437629091,81.9726596085221,82.514323984813
Lo1094,Gai13R_block_27,67,19,81.197629786,67,19,0.311307865493589,81.7423030977247,82.0536109632182
Lo1101,Gai13R_block_27,69,28,76.907533587,69,28,-1.7506703341175,79.6803248981137,77.9296545639962
Lo1123,Gai13R_block_27,68,19,75.3318871563,68,19,-2.63317679953539,78.7978184326958,76.1646416331604
Lo904,Gai13R_block_27,71,10,84.2066964446,71,10,-0.369256114644202,81.061739117587,80.6924830029428
ML606,Gai13R_block_27,66,28,76.907533587,66,28,-1.02823059426456,80.4027646379666,79.3745340437021
Mo17,Gai13R_block_27,70,28,84.2066964446,70,28,2.16800903198579,83.5990042642169,85.7670132962027
Os426,Gai13R_block_27,69,19,81.197629786,69,19,0.321495915488882,81.75249114772,82.0739870632089
Pa91,Gai13R_block_27,65,10,87.5082865147,65,10,0.317749029958691,81.7487442621898,82.0664932921485
UH_P087,Gai13R_block_27,71,28,76.907533587,71,28,-1.10195498889357,80.3290402433376,79.227085254444
UH_S020,Gai13R_block_27,66,10,84.2066964446,66,10,-0.720888011456353,80.7101072207748,79.9892192093184
