Genotype,Envir,Row,Column,anthesis,R,C,anthesis_spats_residuals,anthesis_spats_geno_pred_values,anthesis_spats_adj_pheno
B84,Deb13R_block_8,32,2,74.4667327846,32,2,0.047173159055049,72.8185395179735,72.8657126770285
EC175,Deb13R_block_8,20,4,71.3157238594,20,4,-0.227210508893634,72.8062156087367,72.5790050998431
F7025,Deb13R_block_8,20,1,72.8469300201,20,1,-0.561130602992591,72.7912176281252,72.2300870251326
F924,Deb13R_block_8,32,7,71.3157238594,32,7,0.825101715385259,72.853480084927,73.6785818003123
Lo1026,Deb13R_block_8,20,7,72.8469300201,20,7,-0.20071432946277,72.807405681429,72.6066913519662
Lo1172,Deb13R_block_8,8,4,74.4667327846,8,4,0.118404633795819,72.8217388710402,72.940143504836
Lo1199,Deb13R_block_8,8,3,74.4667327846,8,3,0.584325333950204,72.8426656428965,73.4269909768467
Lo1261,Deb13R_block_8,20,2,74.4667327846,20,2,0.778425076351979,72.8513836093342,73.6298086856862
Lo1301,Deb13R_block_8,32,4,72.8469300201,32,4,0.0221941064361744,72.8174175868484,72.8396116932845
NK807,Deb13R_block_8,32,5,71.3157238594,32,5,0.678764785308843,72.8469073794241,73.5256721647329
NS701,Deb13R_block_8,32,6,71.3157238594,32,6,-1.23683673538328,72.7608683689707,71.5240316335874
Oh02,Deb13R_block_8,8,6,77.8867322419,8,6,1.91787986768915,72.9025620833769,74.8204419510661
Oh33,Deb13R_block_8,8,5,72.8469300201,8,5,-0.588423655683144,72.7899917639669,72.2015681082838
PHG35,Deb13R_block_8,20,6,74.4667327846,20,6,0.625520085896227,72.8445159001942,73.4700359860905
PHG50,Deb13R_block_8,8,1,69.944300775,8,1,0.162142370913529,72.8237033462092,72.9858457171227
PHR36,Deb13R_block_8,8,2,71.3157238594,8,2,-0.533484507016141,72.7924593491799,72.2589748421638
W117,Deb13R_block_8,20,5,68.5100680312,20,5,-1.47532649477739,72.7501566302924,71.274830135515
W153R,Deb13R_block_8,20,3,72.8469300201,20,3,-0.249134075317627,72.8052309144042,72.5560968390866
B113,Mar13R_block_19,1,29,70.3112532024,1,29,0.701906940877279,68.33547144687,69.0373783877472
EA1163,Mar13R_block_19,7,10,61.8704482889,7,10,-0.871741993517098,67.7488577994486,66.8771158059315
EP10,Mar13R_block_19,19,9,68.9775284053,19,9,0.449789208846696,68.2414887934753,68.691278002322
EP2008-22,Mar13R_block_19,19,14,64.6062487951,19,14,-1.25616194064222,67.6055564681314,66.3493945274892
F252,Mar13R_block_19,1,32,60.6154467353,1,32,-2.43620527703263,67.165668313572,64.7294630365393
F354,Mar13R_block_19,1,31,68.9775284053,1,31,0.261430958325974,68.1712739457129,68.4327049040389
F7082,Mar13R_block_19,1,35,70.3112532024,1,35,0.668593050024015,68.3230529317894,68.9916459818134
F838,Mar13R_block_19,1,30,73.0115533369,1,30,1.56569179473043,68.65746701566,70.2231588103904
FP1,Mar13R_block_19,1,33,64.6062487951,1,33,-1.15695915786075,67.6425365753013,66.4855774174406
HMV5405,Mar13R_block_19,1,34,70.3112532024,1,34,0.717641506400284,68.2062531671011,68.9238946735014
HMV5405,Mar13R_block_19,19,10,66.1421419741,19,10,-0.362375338638884,68.2062531671011,67.8438778284622
HMV5409,Mar13R_block_19,7,13,67.6265019604,7,13,0.363582709814835,68.2093533484448,68.5729360582597
I267,Mar13R_block_19,7,11,70.3112532024,7,11,1.93340542423321,68.7945406848213,70.7279461090545
IDT,Mar13R_block_19,19,8,67.6265019604,19,8,-0.894654319241496,67.7403167057712,66.8456623865297
Lo1199,Mar13R_block_19,19,13,71.6416376017,19,13,0.606518246521176,68.2999131284318,68.906431374953
Lo1251,Mar13R_block_19,19,11,70.3112532024,19,11,-0.565587278758358,67.8629839745913,67.297396695833
N6,Mar13R_block_19,7,9,64.6062487951,7,9,-0.418524961101497,67.9178048184743,67.4992798573728
PHT77,Mar13R_block_19,7,8,67.6265019604,7,8,1.3297604778021,68.5695182188609,69.899278696663
PHZ51,Mar13R_block_19,19,12,71.6416376017,19,12,2.18352132964516,68.8877771115394,71.0712984411846
UH_P087,Mar13R_block_19,7,12,61.8704482889,7,12,-2.34386130044194,67.2000916437959,64.856230343354
W95115,Mar13R_block_19,7,14,61.8704482889,7,14,-0.475770079935984,67.8964653905863,67.4206953106503
B37,Gai12R_block_34,9,14,71.7553055814,9,14,0.878643844711604,67.5081128533821,68.3867566980937
EA3076,Gai12R_block_34,27,9,67.0282656168,27,9,0.197724391061527,66.8271933997323,67.0249177907938
EC140,Gai12R_block_34,27,8,65.9788172736,27,8,-0.424977597827322,66.2044914108435,65.7795138130162
EP2008-22,Gai12R_block_34,18,13,63.3048330487,18,13,-1.87473251760149,64.7547364910697,62.8800039734682
EP72,Gai12R_block_34,9,9,64.7849117529,9,9,-0.689406784368984,65.9400622243018,65.2506554399329
EZ47,Gai12R_block_34,27,14,64.7849117529,27,14,-0.398715187625001,66.2307538210458,65.8320386334208
F894,Gai12R_block_34,9,11,67.0282656168,9,11,-0.00938239222993786,66.6200866164406,66.6107042242107
HMV5409,Gai12R_block_34,9,13,64.7849117529,9,13,-1.48270739181727,65.1467616168537,63.6640542250364
HMV5502,Gai12R_block_34,27,10,70.3468421086,27,10,1.79147359137883,68.420942600049,70.2124161914278
LH74,Gai12R_block_34,27,11,65.9788172736,27,11,0.202785217095695,66.8322542257663,67.035039442862
Lo1063,Gai12R_block_34,18,14,74.9190642556,18,14,1.55614275982153,68.1856117684917,69.7417545283133
Lo1187,Gai12R_block_34,18,10,64.7849117529,18,10,-0.142375186877175,66.4870938217936,66.3447186349164
Lo1242,Gai12R_block_34,9,10,67.0282656168,9,10,-0.0830598791399808,66.5464091295308,66.4633492503908
Mo17,Gai12R_block_34,9,12,70.3468421086,9,12,1.31435916186413,67.9438281705345,69.2581873323986
Pa36,Gai12R_block_34,27,12,63.3048330487,27,12,-0.956697042808365,65.6727719658627,64.7160749230544
Pa405,Gai12R_block_34,18,12,64.7849117529,18,12,-0.309539796528156,66.3199292121426,66.0103894156144
PHH93,Gai12R_block_34,18,8,63.3048330487,18,8,-1.00012447155637,65.6293445371146,64.6292200655583
PHT77,Gai12R_block_34,9,8,68.1234868243,9,8,1.29557503409082,67.9250440427612,69.220619076852
W604S,Gai12R_block_34,18,9,65.9788172736,18,9,0.436110282607331,67.0655792912778,67.5016895738852
W9,Gai12R_block_34,18,11,62.0608834049,18,11,-1.11352425608698,65.515944752584,64.4024204964971
Wf9,Gai12R_block_34,27,13,65.9788172736,27,13,0.812428221835418,67.4418972305059,68.2543254523413
B37,Gai12R_block_35,18,21,68.1234868243,18,21,0.429970869977637,67.5047943963919,67.9347652663696
EP52,Gai12R_block_35,27,18,67.0282656168,27,18,-0.000909585298074944,67.0739139411161,67.0730043558181
EP67,Gai12R_block_35,27,19,65.9788172736,27,19,-0.516455891417181,66.5583676349972,66.04191174358
EZ38,Gai12R_block_35,18,20,71.7553055814,18,20,-0.0110567719491144,67.0637667544653,67.0527099825162
F218,Gai12R_block_35,18,15,63.3048330487,18,15,-0.0921294522051781,66.9826940742091,66.8905646220039
F7025,Gai12R_block_35,27,21,64.7849117529,27,21,-0.567156575796886,66.5076669506175,65.9405103748207
F748,Gai12R_block_35,9,15,68.1234868243,9,15,-0.350282007931597,66.7245415184828,66.3742595105511
FR19,Gai12R_block_35,9,19,63.3048330487,9,19,-0.0829330672062554,66.9918904592081,66.9089573920018
I261,Gai12R_block_35,9,20,68.1234868243,9,20,-0.042620860127613,67.0322026662867,66.9895818061591
I267,Gai12R_block_35,27,16,65.9788172736,27,16,-1.31781203231445,65.7570114940998,64.4391994617853
LH93,Gai12R_block_35,27,15,80.2021890789,27,15,1.12512991756206,68.1999534439764,69.3250833615385
Lo1266,Gai12R_block_35,18,19,70.3468421086,18,19,0.522417661249023,67.5972411876634,68.1196588489124
Lo1280,Gai12R_block_35,9,21,63.3048330487,9,21,-0.316198601222943,66.7586249251914,66.4424263239684
NC290,Gai12R_block_35,18,17,64.7849117529,18,17,-0.739309940013442,66.3355135864008,65.5962036463874
NDB8,Gai12R_block_35,9,18,62.0608834049,9,18,-0.409557021894329,66.6652665045199,66.2557094826256
NK807,Gai12R_block_35,27,17,64.7849117529,27,17,-0.459969477917284,66.6148540484971,66.1548845705798
PHG80,Gai12R_block_35,18,16,67.0282656168,18,16,0.936295973844892,68.0111195002592,68.9474154741041
PHG84,Gai12R_block_35,27,20,73.2949949091,27,20,1.0155301454179,68.0903536718323,69.1058838172502
PHG86,Gai12R_block_35,18,18,70.3468421086,18,18,0.397098658618987,67.4719221850333,67.8690208436523
UH_P024,Gai12R_block_35,9,17,62.0608834049,9,17,0.559159146461333,67.6339826728757,68.193141819337
W153R,Gai12R_block_35,9,16,62.0608834049,9,16,-0.0792110878424097,66.9956124385719,66.9164013507295
B37,Gai12R_block_3,19,15,69.1907382303,19,15,0.940454381141151,68.4449381531558,69.385392534297
B73,Gai12R_block_3,19,21,67.0282656168,19,21,0.183424204869795,67.6879079768844,67.8713321817542
DK78010,Gai12R_block_3,10,20,77.7660082737,10,20,5.05090494703723,72.5553887190517,77.6062936660889
EC169,Gai12R_block_3,10,21,63.3048330487,10,21,-2.1099585651362,65.3945252068785,63.2845666417423
EC242C,Gai12R_block_3,1,20,64.7849117529,1,20,-1.11156815975411,66.3929156122606,65.2813474525065
F354,Gai12R_block_3,1,18,65.9788172736,1,18,-0.69119710187357,66.813286670141,66.1220895682674
F7082,Gai12R_block_3,19,19,68.1234868243,19,19,0.632312771038173,68.1367965430527,68.7691093140909
FR19,Gai12R_block_3,10,18,70.3468421086,10,18,1.2019029131622,68.7063866851768,69.908289598339
H99,Gai12R_block_3,19,17,64.7849117529,19,17,-1.14405544345659,66.3604283285581,65.2163728851015
HMV5405,Gai12R_block_3,10,17,69.1907382303,10,17,0.554157093142962,68.0586408651576,68.6127979583006
LH74,Gai12R_block_3,1,17,67.0282656168,1,17,-0.251039261729559,67.2534445102851,67.0024052485555
Lo1016,Gai12R_block_3,10,16,71.7553055814,10,16,1.76675407363236,69.271237845647,71.0379919192794
Lo1123,Gai12R_block_3,10,15,68.1234868243,10,15,-0.118837181914913,67.3856465900998,67.2668094081848
Lo1180,Gai12R_block_3,1,21,64.7849117529,1,21,-1.02084508177013,66.4836386902445,65.4627936084744
Lo1280,Gai12R_block_3,19,18,68.1234868243,19,18,0.580053382245751,68.0845371542604,68.6645905365062
ML606,Gai12R_block_3,1,15,63.3048330487,1,15,-2.27308935353265,65.2313944184821,62.9583050649494
Oh33,Gai12R_block_3,1,19,71.7553055814,1,19,2.28419573668022,69.7886795086947,72.0728752453749
PHG80,Gai12R_block_3,1,16,70.3468421086,1,16,1.32676777607023,68.8312515480848,70.158019324155
UH_P128,Gai12R_block_3,19,20,64.7849117529,19,20,-0.986977806781894,66.5175059652329,65.530528158451
UH_S025,Gai12R_block_3,10,19,62.0608834049,10,19,-2.87137238810398,64.6331113839108,61.7617389958068
UH304,Gai12R_block_3,19,16,63.3048330487,19,16,-1.94198693496677,65.562496837048,63.6205099020813
B37,Deb12R_block_5,20,13,69.553958451,20,13,0.253615286354005,67.8094238212543,68.0630391076083
DKFBHJ,Deb12R_block_5,38,13,63.4177441029,38,13,-2.44690653570635,65.1089019991938,62.6619954634874
EA1027,Deb12R_block_5,38,12,69.553958451,38,12,1.10031469331751,68.6561232282178,69.7564379215353
EZ38,Deb12R_block_5,2,13,72.4142076817,2,13,1.3161555232479,68.8719640581483,70.1881195813962
EZ42,Deb12R_block_5,20,12,68.1215767585,20,12,0.0225232822813979,67.5783318171816,67.600855099463
F1890,Deb12R_block_5,2,9,64.6744337149,2,9,-0.975987611127152,66.579820923773,65.6038333126458
FR19,Deb12R_block_5,38,10,65.7698661507,38,10,0.0470760935955497,67.6028846284958,67.6499607220913
HMV5409,Deb12R_block_5,38,8,65.7698661507,38,8,0.375920254576926,67.9317287894772,68.3076490440541
I238,Deb12R_block_5,2,8,69.553958451,2,8,1.58268627446647,69.1384948093669,70.7211810838334
Lo1026,Deb12R_block_5,20,9,68.1215767585,20,9,1.09400610809253,68.6498146429928,69.7438207510854
Lo1273,Deb12R_block_5,2,14,69.553958451,2,14,-0.647738338015358,66.9080701968849,66.2603318588695
Lo1288,Deb12R_block_5,20,14,71.0427983458,20,14,0.469958407572833,68.0257669424731,68.495725350046
Lo904,Deb12R_block_5,38,14,71.0427983458,38,14,0.843235256959048,68.3990437918593,69.2422790488183
N25,Deb12R_block_5,2,11,68.1215767585,2,11,0.118771686589554,67.6745802214898,67.7933519080794
PB116,Deb12R_block_5,38,11,66.8932531126,38,11,0.216252153224701,67.772060688125,67.9883128413497
PHK76,Deb12R_block_5,2,12,68.1215767585,2,12,-0.339075602603643,67.2167329322965,66.8776573296929
PHZ51,Deb12R_block_5,20,11,69.553958451,20,11,1.19078253165769,68.746591066558,69.9373735982157
UH_6102,Deb12R_block_5,2,10,63.4177441029,2,10,-1.83040632642755,65.7254022084726,63.894995882045
UH_P064,Deb12R_block_5,38,9,63.4177441029,38,9,-0.911486309837684,66.6443222250625,65.7328359152249
UH250,Deb12R_block_5,20,10,63.4177441029,20,10,-1.47969682821849,66.0761117066816,64.5964148784631
B37,Gai13R_block_4,55,14,85.7952931765,55,14,0.93291671183195,82.2666998563743,83.1996165682063
EC136,Gai13R_block_4,53,5,75.3318871563,53,5,0.145903686491835,81.4796868310344,81.6255905175262
EZ11A,Gai13R_block_4,54,23,84.2066964446,54,23,0.840090273587549,82.1738734181299,83.0139636917175
EZ37,Gai13R_block_4,53,23,76.907533587,53,23,-1.23302852840553,80.1007546161373,78.8677260877318
F04701,Gai13R_block_4,56,14,85.7952931765,56,14,0.254223813301167,81.5880069578436,81.8422307711448
F218,Gai13R_block_4,52,14,75.3318871563,52,14,-1.66184032357756,79.6719428209653,78.0101024973877
F7025,Gai13R_block_4,54,5,81.197629786,54,5,0.35163051940637,81.6854136639488,82.0370441833552
F7057,Gai13R_block_4,57,14,76.907533587,57,14,-0.353540929734407,80.9802422148081,80.6267012850737
F918,Gai13R_block_4,57,23,76.907533587,57,23,-0.255367303605254,81.0784158409371,80.8230485373319
H99,Gai13R_block_4,55,23,76.907533587,55,23,-0.397314395857038,80.9364687486857,80.5391543528286
HMV5325,Gai13R_block_4,53,14,76.907533587,53,14,-0.635694650191709,80.698088494351,80.0623938441593
LH60,Gai13R_block_4,56,5,87.5082865147,56,5,0.90964718479799,82.2434303293403,83.1530775141383
Lo1087,Gai13R_block_4,52,23,89.1385341643,52,23,2.55639710120816,83.8901802457503,86.4465773469584
Lo1187,Gai13R_block_4,51,5,85.7952931765,51,5,1.97696071819892,83.310743862741,85.2877045809399
Lo1261,Gai13R_block_4,56,23,81.197629786,56,23,0.151402049730663,81.485185194273,81.6365872440037
Mo15W,Gai13R_block_4,51,23,85.7952931765,51,23,-0.713654046343152,80.6201290981993,79.9064750518562
N22,Gai13R_block_4,57,5,85.7952931765,57,5,-0.0917178727731311,81.2420652717694,81.1503473989962
NC290,Gai13R_block_4,51,14,81.197629786,51,14,-0.286238212602996,81.0475449319395,80.7613067193365
Pa405,Gai13R_block_4,55,5,76.907533587,55,5,-0.918189607998428,80.4155935365442,79.4974039285458
UH_2500,Gai13R_block_4,52,5,75.3318871563,52,5,-1.42570947780774,79.908073666735,78.4823641889272
W153R,Gai13R_block_4,54,14,85.7952931765,54,14,-0.146876709658372,81.1869064348842,81.0400297252259
B37,Mar13R_block_33,21,19,71.6416376017,21,19,0.000973416763400792,71.0239832756003,71.0249566923637
DKFAPW,Mar13R_block_33,9,15,64.6062487951,9,15,-0.00088417821197595,65.7359400876796,65.7350559094676
EA1027,Mar13R_block_33,15,34,68.9775284053,15,34,0.000301453305354471,69.1110949259104,69.1113963792157
EC334,Mar13R_block_33,21,17,70.3112532024,21,17,0.000364089711737847,69.2894029135349,69.2897670032467
F04402,Mar13R_block_33,15,30,67.6265019604,15,30,-0.000193864306154978,67.7010669294299,67.7008730651238
F05404,Mar13R_block_33,21,21,67.6265019604,21,21,-0.000294382345686017,67.4149207343494,67.4146263520037
F748,Mar13R_block_33,9,19,67.6265019604,9,19,-6.61060357032284e-05,68.0647582941731,68.0646921881374
F894,Mar13R_block_33,15,33,70.3112532024,15,33,0.000764579228970774,70.4294823666249,70.4302469458538
F912,Mar13R_block_33,9,17,67.6265019604,9,17,5.51520433305086e-05,68.4099454675029,68.4100006195463
I261,Mar13R_block_33,21,16,67.6265019604,21,16,-0.000649759655573234,66.4032628716053,66.4026131119497
Lo1101,Mar13R_block_33,9,18,66.1421419741,9,18,-0.000526722988254846,66.7535131786031,66.7529864556148
Lo1172,Mar13R_block_33,9,16,71.6416376017,9,16,0.00102063960662235,72.5967698325556,72.5977904721622
Lo1172,Mar13R_block_33,21,20,73.0115533369,21,20,0.000505268939008374,72.5967698325556,72.5972751014946
ML606,Mar13R_block_33,9,20,66.1421419741,9,20,-0.000647981070471815,66.4083259962258,66.4076780151554
N192,Mar13R_block_33,21,15,68.9775284053,21,15,-0.000246410341560477,67.5514833504838,67.5512369401422
Oh02,Mar13R_block_33,15,29,71.6416376017,15,29,0.00121086250493363,71.6999235923393,71.7011344548442
P465P,Mar13R_block_33,9,21,64.6062487951,9,21,0.00119381100870442,64.6979367915428,64.6991306025515
P465P,Mar13R_block_33,15,31,64.6062487951,15,31,-0.00244262121003658,64.6979367915428,64.6954941703328
PHB09,Mar13R_block_33,15,32,70.3112532024,15,32,0.000759356016402535,70.4146133698794,70.4153727258958
SGI061,Mar13R_block_33,21,18,67.6265019604,21,18,-0.000507608718905317,66.807926052947,66.8074184442281
UH250,Mar13R_block_33,15,35,66.1421419741,15,35,-0.000688994244640639,66.2915731845487,66.2908841903041
B73,Gai12R_block_9,3,5,64.7849117529,3,5,0.061383368505787,67.5271302568023,67.5885136253081
C103,Gai12R_block_9,12,2,74.9190642556,12,2,2.18457350134109,69.6503203896378,71.8348938909789
DKFBHJ,Gai12R_block_9,21,5,64.7849117529,21,5,-0.324667485799139,67.1410794024975,66.8164119166984
EC140,Gai12R_block_9,3,7,63.3048330487,3,7,-0.759372246176646,66.7063746421199,65.9470023959432
EC232,Gai12R_block_9,21,6,67.0282656168,21,6,0.760992140837104,68.2267390291337,68.9877311699708
EP51,Gai12R_block_9,3,2,62.0608834049,3,2,-1.17479541043896,66.2909514778576,65.1161560674186
EP52,Gai12R_block_9,12,5,78.9055366062,12,5,4.08907312095663,71.5548200092533,75.6438931302099
F618,Gai12R_block_9,21,7,64.7849117529,21,7,-0.396366019333556,67.069380868963,66.6730148496294
F888,Gai12R_block_9,12,3,74.9190642556,12,3,2.15453033503069,69.6202772233274,71.7748075583581
F922,Gai12R_block_9,3,6,64.7849117529,3,6,0.0208619597705564,67.4866088480672,67.5074708078377
FP1,Gai12R_block_9,21,2,64.7849117529,21,2,-0.212397793129767,67.2533490951668,67.0409513020371
FR697,Gai12R_block_9,3,1,62.0608834049,3,1,-1.13201454924965,66.3337323390469,65.2017177897973
HMV5422,Gai12R_block_9,3,4,70.3468421086,3,4,2.88355730127086,70.3493041895675,73.2328614908384
LH39,Gai12R_block_9,12,4,63.3048330487,12,4,-3.68210549042916,63.7836413978673,60.1015359074381
Lo1123,Gai12R_block_9,3,3,63.3048330487,3,3,-0.595399215197922,66.8703476730987,66.2749484579007
Lo1266,Gai12R_block_9,21,4,68.1234868243,21,4,1.38132045168005,68.8470673399767,70.2283877916568
Lp5,Gai12R_block_9,21,1,63.3048330487,21,1,-0.914174911717971,66.5515719765786,65.6373970648606
NS701,Gai12R_block_9,12,1,70.3468421086,12,1,-0.0710154573499011,67.3947314309468,67.3237159735969
Os426,Gai12R_block_9,12,7,71.7553055814,12,7,0.456506231059123,67.9222531193557,68.3787593504148
UH_P115,Gai12R_block_9,12,6,63.3048330487,12,6,-3.74000465757579,63.7257422307208,59.985737573145
UH_P148,Gai12R_block_9,21,3,63.3048330487,21,3,-0.990485174052843,66.4752617142437,65.4847765401908
B73,Gai13R_block_10,58,2,81.197629786,58,2,0.642797768848595,80.1230730930575,80.7658708619061
C103,Gai13R_block_10,59,20,81.197629786,59,20,1.72145806291357,81.2017333871227,82.9231914500362
D09,Gai13R_block_10,63,11,75.3318871563,63,11,-2.12065651960596,77.3596188046027,75.2389622849967
DK4676A,Gai13R_block_10,60,11,75.3318871563,60,11,-0.796747750542465,78.6835275736663,77.8867798231238
EP77,Gai13R_block_10,59,2,76.907533587,59,2,-1.52955231181242,77.9507230123962,76.4211707005838
F7058,Gai13R_block_10,64,2,75.3318871563,64,2,-1.77902619576591,77.7012491284426,75.9222229326767
F908,Gai13R_block_10,61,20,76.907533587,61,20,-2.11783674776805,77.3624385764406,75.2446018286726
HMV5325,Gai13R_block_10,63,20,89.1385341643,63,20,2.10542340002151,81.5856987242307,83.6911221242522
I238,Gai13R_block_10,62,11,81.197629786,62,11,1.21720321188924,80.6974785360982,81.9146817479874
LH145,Gai13R_block_10,59,11,75.3318871563,59,11,-0.646704340930228,78.8335709832785,78.1868666423482
LH93,Gai13R_block_10,63,2,85.7952931765,63,2,2.57361227384882,82.0538875980579,84.6274998719068
Lo1187,Gai13R_block_10,64,20,81.197629786,64,20,-1.79384830505117,77.6864270191574,75.8925787141062
Lo1274,Gai13R_block_10,62,20,89.1385341643,62,20,2.67199364947996,82.1522689736891,84.8242626231691
Lo1280,Gai13R_block_10,64,11,81.197629786,64,11,0.328071460887074,79.808346785096,80.1364182459831
Oh43,Gai13R_block_10,61,11,76.907533587,61,11,-0.22628776670085,79.253987557508,79.0276997908072
P465P,Gai13R_block_10,61,2,81.197629786,61,2,0.506676082580299,79.9869514067893,80.4936274893696
PB116,Gai13R_block_10,60,2,81.197629786,60,2,0.579085966529476,80.0593612907384,80.6384472572679
PHG47,Gai13R_block_10,58,11,76.907533587,58,11,0.257934536547225,79.7382098607562,79.9961443973034
UH_P148,Gai13R_block_10,58,20,75.3318871563,58,20,-0.354897713520074,79.1253776106888,78.7704798971687
UH_S025,Gai13R_block_10,60,20,76.907533587,60,20,-1.23869876184746,78.2415765623612,77.0028778005137
B73,Kar13W_block_13,14,8,67.2869986061,14,8,-0.0964775219185015,64.902736005783,64.8062584838645
CR1Ht,Kar13W_block_13,14,13,64.2677005306,14,13,-1.69147248546254,63.3077410422389,61.6162685567764
EA3076,Kar13W_block_13,13,12,67.2869986061,13,12,0.0916014720842355,65.0908149997855,65.1824164718698
EC169,Kar13W_block_13,13,9,65.7692587506,13,9,-0.288173975073306,64.7110395526282,64.4228655775549
F04402,Kar13W_block_13,5,14,64.2677005306,5,14,0.0741239862849454,65.0733375139865,65.1474615002715
F618,Kar13W_block_13,13,10,65.7692587506,13,10,-0.357040932273023,64.6421725954285,64.2851316631555
F922,Kar13W_block_13,5,13,64.2677005306,5,13,0.357792983649468,65.357006511351,65.7147994950004
I198,Kar13W_block_13,14,14,70.3107674332,14,14,0.696892443939447,65.696105971641,66.3929984155805
Mo15W,Kar13W_block_13,13,11,70.3107674332,13,11,1.7129266060131,66.7121401337146,68.4250667397277
MS153,Kar13W_block_13,5,8,62.7347000143,5,8,0.0448401277218267,65.0440536554233,65.0888937831451
PHG50,Kar13W_block_13,4,12,64.2677005306,4,12,1.07303918898816,66.0722527166897,67.1452919056779
PHK76,Kar13W_block_13,4,9,65.7692587506,4,9,1.8090921513026,66.8083056790042,68.6173978303068
UH_P104,Kar13W_block_13,4,10,57.9921842405,4,10,-1.71955228947774,63.2796612382238,61.5601089487461
W117,Kar13W_block_13,4,11,57.9921842405,4,11,-1.70759175577896,63.2916217719225,61.5840300161435
B73,Mar13R_block_31,13,29,67.6265019604,13,29,-0.34405767371814,67.9782017605792,67.6341440868611
DE811,Mar13R_block_31,13,31,70.3112532024,13,31,0.964895404392038,69.2871548386894,70.2520502430815
EA3076,Mar13R_block_31,19,19,68.9775284053,19,19,0.212222191348303,68.5344816256459,68.7467038169942
EP52,Mar13R_block_31,7,17,68.9775284053,7,17,0.855508609316175,69.1777680436136,70.0332766529298
F04402,Mar13R_block_31,7,18,67.6265019604,7,18,0.0121342592639877,68.3343936935613,68.3465279528253
F874,Mar13R_block_31,13,34,63.2119003379,13,34,-2.62122615717376,65.7010332771236,63.0798071199498
F922,Mar13R_block_31,19,17,67.6265019604,19,17,-0.735402219969643,67.5868572143278,66.8514549943582
H99,Mar13R_block_31,13,35,73.0115533369,13,35,2.24952584045506,70.5717852747526,72.8213111152076
I198,Mar13R_block_31,7,21,71.6416376017,7,21,1.5165806930891,69.8388401273866,71.3554208204757
Lo1026,Mar13R_block_31,7,20,66.1421419741,7,20,-1.05619729457844,67.2660621397189,66.2098648451405
Lo1094,Mar13R_block_31,13,33,74.4159683044,13,33,2.98102098740401,71.3032804217015,74.2843014091055
Lo1187,Mar13R_block_31,19,15,70.3112532024,19,15,0.339191819663554,68.6614512539609,69.0006430736245
Lo1223,Mar13R_block_31,19,21,70.3112532024,19,21,1.14424828919583,69.4665077234932,70.6107560126891
Oh40B,Mar13R_block_31,19,20,67.6265019604,19,20,-0.323238419720013,67.9990210145774,67.6757825948574
PB116,Mar13R_block_31,7,16,68.9775284053,7,16,1.02161819844558,69.3438776327431,70.3654958311887
PHG39,Mar13R_block_31,19,18,70.3112532024,19,18,0.7411767332501,69.0634361675475,69.8046129007976
PHK29,Mar13R_block_31,13,30,67.6265019604,13,30,-0.358829309900855,67.9634301243966,67.6046008144958
PHR36,Mar13R_block_31,7,19,67.6265019604,7,19,-0.152006231508764,68.1702532027888,68.01824697128
UH_P104,Mar13R_block_31,13,32,60.6154467353,13,32,-3.88492346439602,64.4373359699013,60.5524125055053
UH_S018,Mar13R_block_31,19,16,67.6265019604,19,16,-0.871401207298689,67.4508582269986,66.5794570197
W23,Mar13R_block_31,7,15,63.2119003379,7,15,-1.69084104755861,66.6314183867387,64.9405773391801
B73,Kar11R_block_1,6,8,72.6775927413,6,8,0.00629440012089333,73.548110862122,73.5544052622429
EC232,Kar11R_block_1,11,8,71.7640801164,11,8,-0.0452566646112445,73.4965597973904,73.4513031327792
EP2008-18,Kar11R_block_1,1,7,74.6750897719,1,7,0.000188542249389911,73.5420050042506,73.5421935465
EZ11A,Kar11R_block_1,11,6,75.5445670441,11,6,-0.00824372557387676,73.5335727364273,73.5253290108534
F1890,Kar11R_block_1,6,6,75.5445670441,6,6,0.00466820991225347,73.5464846719133,73.5511528818255
F7028,Kar11R_block_1,1,10,72.6775927413,1,10,-0.0109233104364392,73.5308931515648,73.5199698411284
F924,Kar11R_block_1,6,9,72.6775927413,6,9,-0.0143315761074092,73.5274848858938,73.5131533097864
HMV5422,Kar11R_block_1,6,7,72.6775927413,6,7,3.14776722944998e-05,73.5418479396734,73.5418794173457
LH38,Kar11R_block_1,6,10,75.5445670441,6,10,0.0402081699067765,73.5820246319075,73.6222328018143
LH74,Kar11R_block_1,11,7,76.4838535146,11,7,0.0424921070890321,73.5843085690897,73.6268006761788
Oh02,Kar11R_block_1,1,9,74.6750897719,1,9,-0.00220825277339998,73.5396082092276,73.5373999564542
Oh33,Kar11R_block_1,1,8,74.6750897719,1,8,-0.00754982839811191,73.5342666336031,73.526716805205
PH207,Kar11R_block_1,11,9,70.8939362061,11,9,-0.0125003381548225,73.5293161238463,73.5168157856915
UH250,Kar11R_block_1,11,10,70.8939362061,11,10,0.00507328049629052,73.5468897424973,73.5519630229936
W23,Kar11R_block_1,1,6,70.8939362061,1,6,0.002057508603869,73.543873970605,73.5459314792089
B84,Gai12R_block_20,5,23,73.2949949091,5,23,0.926311356745671,68.1826296634697,69.1089410202154
EA1027,Gai12R_block_20,14,28,70.3468421086,14,28,0.935331809012538,68.1916501157366,69.1269819247492
EP51,Gai12R_block_20,14,25,62.0608834049,14,25,-1.44792514426612,65.808393162458,64.3604680181919
