Genotype,Envir,Row,Column,ear.height,R,C,ear.height_spats_residuals,ear.height_spats_geno_pred_values,ear.height_spats_adj_pheno
IDT,Deb12R_block_12,40,16,99,40,16,-0.655676783460081,107.314774779271,106.65909799581
Lo1016,Deb12R_block_12,8,18,130,8,18,9.51394894351493,117.484400506245,126.99834944976
Mo15W,Deb12R_block_12,8,19,97,8,19,-5.65464860738511,102.315802955346,96.6611543479605
NK807,Deb12R_block_12,22,15,125,22,15,1.93934341053976,109.90979497327,111.84913838381
P465P,Deb12R_block_12,40,21,120,40,21,4.00494832768564,111.975399890416,115.980348218102
PB116,Deb12R_block_12,8,20,102,8,20,-1.82390702848669,106.146544534244,104.322637505757
PHK76,Deb12R_block_12,40,18,90,40,18,-7.49580721167352,100.474644351057,92.9788371393836
UH_P104,Deb12R_block_12,22,20,98,22,20,-0.91905717018625,107.051394392544,106.132337222358
UH_P128,Deb12R_block_12,40,17,119,40,17,8.17167070696831,116.142122269699,124.313792976667
UH_S018,Deb12R_block_12,8,15,115,8,15,-1.95344613554849,106.017005427182,104.063559291634
UH250,Deb12R_block_12,8,17,115,8,17,0.687837556635969,108.658289119366,109.346126676002
Va26,Deb12R_block_12,40,19,101,40,19,-3.16090358438503,104.809547978346,101.648644393961
A375,Deb12R_block_7,21,5,110,21,5,3.0777945456682,107.564914312573,110.642708858242
B73,Deb12R_block_7,39,3,110,39,3,0.621417796018264,105.108537562924,105.729955358942
DE811,Deb12R_block_7,7,5,85,7,5,-3.90861674537263,100.578503021533,96.6698862761602
EZ47,Deb12R_block_7,21,2,115,21,2,3.0927948473999,107.579914614305,110.672709461705
F04701,Deb12R_block_7,39,2,110,39,2,-1.25789926924234,103.229220497663,101.971321228421
F7082,Deb12R_block_7,7,7,100,7,7,3.44642432382466,107.93354409073,111.379968414555
F752,Deb12R_block_7,21,6,99,21,6,-0.123659693221299,104.363460073684,104.239800380463
HMV5301,Deb12R_block_7,21,1,120,21,1,3.3342274958672,107.821347262773,111.15557475864
HMV5405,Deb12R_block_7,39,7,115,39,7,4.01250451936959,108.499624286275,112.512128805644
LAN496,Deb12R_block_7,39,5,117,39,5,4.92751428672943,109.414634053635,114.342148340364
Lo1016,Deb12R_block_7,39,6,88,39,6,-8.0044500815961,96.4826696853095,88.4782196037134
Lo1087,Deb12R_block_7,7,6,91,7,6,0.53348529699521,105.020605063901,105.554090360896
Lo1123,Deb12R_block_7,21,7,95,21,7,-2.3180132257212,102.169106541184,99.851093315463
Lo1180,Deb12R_block_7,39,4,105,39,4,-1.56512983064938,102.921989936256,101.356860105607
Lp5,Deb12R_block_7,7,4,95,7,4,0.419487042015717,104.906606808921,105.326093850937
N6,Deb12R_block_7,21,4,111,21,4,2.91727689483579,107.404396661741,110.321673556577
NC358,Deb12R_block_7,39,1,115,39,1,-1.46776429165006,103.019355475255,101.551591183605
NQ508,Deb12R_block_7,7,1,115,7,1,3.32906976505507,107.816189531961,111.145259297016
UH_P089,Deb12R_block_7,7,2,92,7,2,-4.48115420003263,100.005965566873,95.5248113668403
UH304,Deb12R_block_7,21,3,98,21,3,-3.73171944535156,100.755400321554,97.0236808762024
W182E,Deb12R_block_7,7,3,90,7,3,-2.85359003093976,101.633529735966,98.7799397050259
A375,Deb12R_block_13,41,7,130,41,7,5.98312063066329,110.682436793205,116.665557423868
A554,Deb12R_block_13,9,1,105,9,1,4.32058282407722,109.019898986619,113.340481810696
B73,Deb12R_block_13,9,3,89,9,3,-3.2383497863654,101.460966376177,98.2226165898113
CR1Ht,Deb12R_block_13,23,2,100,23,2,-0.754977867347364,103.944338295195,103.189360427847
DKMBST,Deb12R_block_13,9,2,90,9,2,-2.77360581152357,101.925710351019,99.1521045394949
EC140,Deb12R_block_13,23,1,90,23,1,-3.96027468221902,100.739041480323,96.778766798104
F608,Deb12R_block_13,41,6,99,41,6,-7.51083438751506,97.1884817750269,89.6776473875119
F7081,Deb12R_block_13,9,4,110,9,4,6.77330589752053,111.472622060062,118.245927957583
F894,Deb12R_block_13,23,7,100,23,7,-2.98879434609449,101.710521816447,98.721727470353
F908,Deb12R_block_13,9,7,105,9,7,1.09241266585883,105.791728828401,106.88414149426
HMV5502,Deb12R_block_13,23,6,122,23,6,7.26496200672331,111.964278169265,119.229240175988
Lo1056,Deb12R_block_13,41,3,101,41,3,-3.60337679543628,101.095939367106,97.4925625716694
Lo1106,Deb12R_block_13,9,6,91,9,6,-4.24503180959277,100.454284352949,96.2092525433566
Lo1180,Deb12R_block_13,23,4,111,23,4,2.55767625589073,107.256992418433,109.814668674323
Lo1223,Deb12R_block_13,41,2,112,41,2,2.08763466736313,106.786950829905,108.874585497268
Lp5,Deb12R_block_13,23,5,95,23,5,-5.95971476972059,98.7396013928214,92.7798866231008
Mo17,Deb12R_block_13,41,1,115,41,1,3.5028148301429,108.202130992685,111.704945822828
PH207,Deb12R_block_13,41,5,115,41,5,1.74874811690766,106.44806427945,108.196812396357
PHG71,Deb12R_block_13,41,4,110,41,4,0.191140103217606,104.890456265759,105.081596368977
UH_P128,Deb12R_block_13,9,5,100,9,5,1.15543237546882,105.854748538011,107.01018091348
W604S,Deb12R_block_13,23,3,101,23,3,-1.6428701180204,103.056446044522,101.413575926501
A375,Gai13R_block_21,71,13,65,71,13,-1.41064861459772,72.5221179362237,71.111469321626
AS5707,Gai13R_block_21,70,22,85,70,22,0.254498271735031,74.1872648225565,74.4417630942915
B105,Gai13R_block_21,70,4,65,70,4,1.99074582963402,75.9235123804555,77.9142582100895
EC169,Gai13R_block_21,66,4,80,66,4,1.94782428838016,75.8805908392016,77.8284151275818
EP10,Gai13R_block_21,69,4,65,69,4,-0.733743900991655,73.1990226498297,72.4652787488381
EP2008-22,Gai13R_block_21,67,22,65,67,22,-3.06699858477828,70.865767966043,67.7987693812647
EZ18,Gai13R_block_21,71,22,90,71,22,0.0595279018782833,73.9922944526998,74.0518223545781
F04402,Gai13R_block_21,68,4,70,68,4,0.495012082227916,74.4277786330493,74.9227907152772
F874,Gai13R_block_21,65,13,75,65,13,-0.672205016310613,73.2605615345108,72.5883565182002
F912,Gai13R_block_21,70,13,80,70,13,3.10532664203613,77.0380931928577,80.1434198348938
FR19,Gai13R_block_21,65,22,90,65,22,2.27260887833477,76.2053754291562,78.4779843074909
LH145,Gai13R_block_21,71,4,50,71,4,-0.949842541124532,72.9829240096969,72.0330814685723
LH59,Gai13R_block_21,68,22,60,68,22,-4.61566319856848,69.3171033522526,64.7014401536842
Lo1035,Gai13R_block_21,68,13,70,68,13,-2.27745206935526,71.6553144814661,69.3778624121108
MS153,Gai13R_block_21,66,22,85,66,22,3.56185131685632,77.494617867678,81.0564691845343
PHG50,Gai13R_block_21,69,22,85,69,22,4.00384003210891,77.9366065829305,81.9404466150394
PHG71,Gai13R_block_21,66,13,65,66,13,-5.33914983579165,68.5936167150296,63.254466879238
PHG80,Gai13R_block_21,67,13,80,67,13,1.98110050711526,75.9138670579367,77.894967565052
SGI061,Gai13R_block_21,69,13,75,69,13,-0.326300848231284,73.6064657025902,73.2801648543589
UH_6179,Gai13R_block_21,65,4,80,65,4,1.48300655071387,75.4157731015353,76.8987796522492
UH304,Gai13R_block_21,67,4,70,67,4,-1.7633376912715,72.1694288595498,70.4060911682783
A375,Gai13R_block_34,77,26,90,77,26,2.11779604699227,80.604930170084,82.7227262170762
B110,Gai13R_block_34,78,8,90,78,8,5.99759839978682,84.4847325228783,90.4823309226651
C103,Gai13R_block_34,73,17,80,73,17,2.15679726318548,80.6439313862772,82.8007286494627
D09,Gai13R_block_34,72,26,80,72,26,-2.34956205232091,76.137572070771,73.7880100184501
EP51,Gai13R_block_34,73,8,60,73,8,-5.79466485774555,72.6924692653465,66.897804407601
F04402,Gai13R_block_34,77,17,75,77,17,-1.4132212973292,77.0739128257626,75.6606915284334
F218,Gai13R_block_34,75,8,50,75,8,-11.3887719400199,67.0983621830723,55.7095902430524
F7028,Gai13R_block_34,74,17,80,74,17,1.88983943511681,80.3769735582086,82.2668129933254
F7081,Gai13R_block_34,78,26,90,78,26,2.55010906239302,81.0372431854846,83.5873522478777
Lo1095,Gai13R_block_34,76,26,80,76,26,-3.23094902814587,75.2561850949461,72.0252360668002
Lo1101,Gai13R_block_34,75,17,80,75,17,1.6232549760051,80.1103890990967,81.7336440751018
Lo1199,Gai13R_block_34,78,17,75,78,17,-1.68371857724996,76.8034155458419,75.1196969685919
Lo1270,Gai13R_block_34,76,8,90,76,8,7.86445706991275,86.3515911930043,94.216048262917
PHG47,Gai13R_block_34,77,8,70,77,8,-3.02621979453679,75.460914328555,72.4346945340182
PHG50,Gai13R_block_34,76,17,60,76,17,-8.64400986852181,69.8431242545703,61.1991143860485
PHK76,Gai13R_block_34,74,26,85,74,26,-0.853895184805722,77.633238938286,76.7793437534803
PHR36,Gai13R_block_34,72,8,85,72,8,6.61212616221495,85.0992602853064,91.7113864475214
UH_6102,Gai13R_block_34,72,17,70,72,17,-2.57576116393469,75.9113729591571,73.3356117952224
UH_S018,Gai13R_block_34,75,26,90,75,26,1.56057464100914,80.0477087641009,81.60828340511
UH250,Gai13R_block_34,74,8,80,74,8,4.0588845767537,82.5460186998452,86.6049032765989
Va26,Gai13R_block_34,73,26,95,73,26,4.52933613124087,83.0164702543324,87.5458063855733
A375,Ner13R_block_35,10,61,95,10,61,-3.40794404447973,86.2948311667938,82.8868871223141
B73,Ner13R_block_35,10,63,92,10,63,2.83936631590555,92.5421415271793,95.3815078430848
CO109,Ner13R_block_35,10,60,99,10,60,5.22544082647482,94.9282160377486,100.153656864223
DE811,Ner13R_block_35,6,60,83,6,60,0.152892778002908,89.8556679892766,90.0085607672795
DK78010,Ner13R_block_35,6,61,95,6,61,-1.76529787708803,87.9374773341856,86.1721794570975
EA1027,Ner13R_block_35,2,60,90,2,60,-5.52976186801803,84.1730133432555,78.6432514752375
EZ40,Ner13R_block_35,2,62,100,2,62,-1.63713867112423,88.0656365401494,86.4284978690251
F218,Ner13R_block_35,6,63,70,6,63,-4.40471415089809,85.2980610603755,80.8933469094774
F7028,Ner13R_block_35,10,59,92,10,59,1.5622236830006,91.2649988942743,92.8272225772749
F7082,Ner13R_block_35,6,62,85,6,62,0.8581121374433,90.560887348717,91.4189994861603
F922,Ner13R_block_35,6,57,94,6,57,4.40750781198986,94.1102830232636,98.5177908352535
LH39,Ner13R_block_35,6,58,68,6,58,-2.40407720136757,87.2986980099061,84.8946208085385
LH82,Ner13R_block_35,2,61,150,2,61,15.2672416926803,104.970016903954,120.237258596635
Lo1101,Ner13R_block_35,2,58,85,2,58,1.20835061149982,90.9111258227736,92.1194764342734
Lo1180,Ner13R_block_35,2,57,85,2,57,-2.28361538222394,87.4191598290496,85.1355444468257
Lo1261,Ner13R_block_35,2,59,90,2,59,-1.68517558920109,88.0175996220726,86.3324240328715
N192,Ner13R_block_35,6,59,75,6,59,-2.00642265436238,87.6963525569113,85.6899299025489
Pa36,Ner13R_block_35,10,58,78,10,58,-4.62661161163703,85.0761635996365,80.4495519879995
PHG86,Ner13R_block_35,10,57,107,10,57,0.988524408875776,90.6912996201495,91.6798240290252
W604S,Ner13R_block_35,2,63,90,2,63,-2.75890121547316,86.9438739958004,84.1849727803273
A375,Ner13R_block_8,5,13,100,5,13,1.90169423017727,109.981782016607,111.883476246784
DKIBO2,Ner13R_block_8,1,11,110,1,11,-2.67326780075817,105.406819985672,102.733552184914
EC175,Ner13R_block_8,5,8,115,5,8,0.122864246641996,108.202952033072,108.325816279714
EZ11A,Ner13R_block_8,1,14,120,1,14,0.219229218153046,108.299317004583,108.518546222736
F1890,Ner13R_block_8,1,8,105,1,8,-3.19888192613244,104.881205860298,101.682323934165
F912,Ner13R_block_8,9,9,100,9,9,-1.10367774376452,106.976410042665,105.872732298901
FR697,Ner13R_block_8,9,13,115,9,13,1.49782920084488,109.577916987274,111.075746188119
HMV5347,Ner13R_block_8,5,11,102,5,11,-0.651700563832549,107.428387222597,106.776686658765
I233,Ner13R_block_8,5,12,95,5,12,-2.43699454995588,105.643093236474,103.206098686518
I238,Ner13R_block_8,9,10,110,9,10,2.1047188222695,110.184806608699,112.289525430968
I267,Ner13R_block_8,1,12,125,1,12,3.99610524805719,112.076193034486,116.072298282543
LH65,Ner13R_block_8,1,13,112,1,13,-3.2007445346479,104.879343251782,101.678598717134
Lo1124,Ner13R_block_8,9,8,100,9,8,0.224430696023063,108.304518482453,108.528949178476
Lo1270,Ner13R_block_8,1,10,125,1,10,4.70879028861405,112.788878075043,117.497668363657
Mo15W,Ner13R_block_8,5,10,111,5,10,1.1740692463261,109.254157032756,110.428226279082
PHG47,Ner13R_block_8,5,14,90,5,14,-1.14576755240276,106.934320234027,105.788552681624
PHK29,Ner13R_block_8,1,9,115,1,9,0.978604219995674,109.058692006425,110.037296226421
UH_S018,Ner13R_block_8,9,12,105,9,12,-2.21917334520261,105.860914441227,103.641741096025
UH250,Ner13R_block_8,5,9,110,5,9,-0.623834483518422,107.456253302911,106.832418819393
Va26,Ner13R_block_8,9,14,115,9,14,0.325707083111141,108.405794869541,108.731501952652
A375,Kar13W_block_14,6,13,125,6,13,-2.6523697983806,127.319645786515,124.667275988135
B37,Kar13W_block_14,14,9,145,14,9,2.15344856531004,132.125464150206,134.278912715516
D09,Kar13W_block_14,15,8,140,15,8,-1.05736889844533,128.914646686451,127.857277788005
EC242C,Kar13W_block_14,14,11,120,14,11,-4.09803365185539,125.87398193304,121.775948281185
EP2008-22,Kar13W_block_14,14,12,130,14,12,1.93934803724963,131.911363622146,133.850711659395
EP77,Kar13W_block_14,6,14,135,6,14,1.1956971928648,131.167712777761,132.363409970626
F04401,Kar13W_block_14,6,8,125,6,8,-1.69100896939028,128.281006615506,126.589997646115
F218,Kar13W_block_14,5,10,120,5,10,-4.36572283450555,125.60629275039,121.240569915885
F98902,Kar13W_block_14,5,9,140,5,9,3.88885021959248,133.860865804489,137.749716024081
Lo1035,Kar13W_block_14,5,12,135,5,12,0.781874890825435,130.753890475722,131.535765366547
Lo1101,Kar13W_block_14,14,10,135,14,10,1.52983377811424,131.50184936301,133.031683141125
PHG35,Kar13W_block_14,5,11,135,5,11,2.37545146862203,132.347467053518,134.72291852214
A375,Deb13R_block_16,16,9,87,16,9,-5.51469206100536,99.0272616726397,93.5125696116344
B107,Deb13R_block_16,28,9,98,28,9,-3.40113736632911,101.140816367316,97.7396790009869
B113,Deb13R_block_16,4,11,123,4,11,5.22402368631607,109.765977419962,114.990001106278
B89,Deb13R_block_16,28,13,86,28,13,-5.56147943240728,98.9804743012378,93.4189948688305
DKMBST,Deb13R_block_16,4,8,100,4,8,-0.503433196623064,104.038520537022,103.535087340399
EP77,Deb13R_block_16,16,14,93,16,14,-6.25238408361682,98.2895696500283,92.0371855664115
EZ35,Deb13R_block_16,28,8,105,28,8,-1.24349608862471,103.298457645021,102.054961556396
LH123Ht,Deb13R_block_16,28,10,112,28,10,4.03258095833397,108.574534691979,112.607115650313
LH38,Deb13R_block_16,28,14,103,28,14,2.13514547017788,106.677099203823,108.812244674001
Lo1199,Deb13R_block_16,16,8,108,16,8,4.96415126562536,109.506104999271,114.470256264896
Lo1288,Deb13R_block_16,16,12,102,16,12,-0.661010444976625,103.880943288669,103.219932843692
Mo15W,Deb13R_block_16,4,9,110,4,9,3.19632368444027,107.738277418086,110.934601102526
N22,Deb13R_block_16,16,11,103,16,11,0.675010846209489,105.216964579855,105.891975426064
NK764,Deb13R_block_16,4,12,116,4,12,-0.464461291612139,104.077492442033,103.613031150421
Oh40B,Deb13R_block_16,4,10,100,4,10,-4.02023857430467,100.521715159341,96.5014765850358
PB98TR,Deb13R_block_16,4,14,148,4,14,11.6836680858101,116.225621819456,127.909289905266
PHR36,Deb13R_block_16,28,11,100,28,11,-1.54982704053356,102.992126693112,101.442299652578
UH_P060,Deb13R_block_16,16,10,98,16,10,-0.906015156356816,103.635938577288,102.729923420932
UH_P104,Deb13R_block_16,4,13,95,4,13,-11.2376782817732,93.3042754518718,82.0665971700986
UH304,Deb13R_block_16,16,13,101,16,13,-0.0614685903926215,104.480485143253,104.41901655286
W153R,Deb13R_block_16,28,12,121,28,12,9.46641761164247,114.008371345288,123.474788956931
A375,Deb13R_block_4,28,5,100,28,5,-0.812269276009985,101.814002809188,101.001733533178
B106,Deb13R_block_4,16,7,112,16,7,1.13050142639769,103.756773511596,104.887274937994
DE811,Deb13R_block_4,16,2,102,16,2,1.24998201512884,103.876254100327,105.126236115456
EA1027,Deb13R_block_4,28,3,112,28,3,1.26191784117974,103.888189926378,105.150107767558
EA3076,Deb13R_block_4,28,6,92,28,6,-0.50934271453626,102.116929370662,101.607586656126
EP2008-22,Deb13R_block_4,16,3,75,16,3,-1.80117007605837,100.82510200914,99.0239319330816
EP51,Deb13R_block_4,4,6,90,4,6,-1.61383834649004,101.012433738708,99.3985953922183
EZ40,Deb13R_block_4,28,4,110,28,4,-0.27934915456575,102.346922930633,102.067573776067
HMV5343,Deb13R_block_4,16,6,120,16,6,1.35839070377952,103.984662788978,105.343053492758
LAN496,Deb13R_block_4,16,1,109,16,1,0.436550041746926,103.062822126945,103.499372168692
Lo1095,Deb13R_block_4,28,1,105,28,1,0.0554478152285753,102.681719900427,102.737167715656
MS153,Deb13R_block_4,28,2,110,28,2,-1.17692124824252,101.449350836956,100.272429588713
N192,Deb13R_block_4,4,3,90,4,3,-2.0678882733915,100.558383811807,98.4904955384151
NC290,Deb13R_block_4,16,5,110,16,5,-0.0944941758399125,102.531777909359,102.437283733519
PH207,Deb13R_block_4,16,4,100,16,4,1.37280701892189,103.99907910412,105.371886123042
PHJ40,Deb13R_block_4,4,2,103,4,2,1.02410767780796,103.650379763006,104.674487440814
UH_6179,Deb13R_block_4,4,4,100,4,4,-0.775609609555531,101.850662475643,101.075052866087
UH_P060,Deb13R_block_4,4,1,92,4,1,0.108022019874753,102.734294105073,102.842316124948
UH_P128,Deb13R_block_4,28,7,106,28,7,-0.365766740091374,102.260505345107,101.894738605016
W604S,Deb13R_block_4,4,7,110,4,7,0.0152365321878278,102.641508617386,102.656745149574
W95115,Deb13R_block_4,4,5,104,4,5,1.48368652252938,104.109958607728,105.593645130257
A554,Gai12R_block_33,27,1,95,27,1,2.63261778483982,95.7865899103275,98.4192076951673
B100,Gai12R_block_33,27,4,80,27,4,-0.0869397110814703,93.0670324144064,92.9800927033249
B110,Gai12R_block_33,27,7,80,27,7,1.77054722011471,94.9245193456024,96.6950665657171
B113,Gai12R_block_33,9,1,105,9,1,-0.0131975959885153,93.1407745294993,93.1275769335108
EA3076,Gai12R_block_33,18,2,100,18,2,2.18019948633101,95.3341716118187,97.5143710981497
EZ35,Gai12R_block_33,27,3,90,27,3,3.69393251901337,96.8479046445012,100.541837163515
F04401,Gai12R_block_33,18,6,105,18,6,6.65784097759241,99.8118131030801,106.469654080672
F04701,Gai12R_block_33,9,5,105,9,5,0.620324315816319,93.7742964413042,94.3946207571205
F7081,Gai12R_block_33,18,4,100,18,4,2.37700408567081,95.5309762111586,97.9079802968294
F748,Gai12R_block_33,27,5,75,27,5,-1.65805685117279,91.4959152743151,89.8378584231423
HMV5343,Gai12R_block_33,18,1,80,18,1,-7.00777231715665,86.1461998083313,79.1384274911746
LH145,Gai12R_block_33,18,7,80,18,7,-4.26169923306644,88.8922728924215,84.6305736593551
LH59,Gai12R_block_33,9,2,105,9,2,0.684396620948974,93.8383687464368,94.5227653673857
LH60,Gai12R_block_33,27,6,75,27,6,-1.03317138544604,92.1208007400418,91.0876293545957
LH93,Gai12R_block_33,9,7,105,9,7,-0.859864792430258,92.2941073330577,91.4342425406275
Lo1282,Gai12R_block_33,18,3,100,18,3,1.92944030256398,95.0834124280517,97.0128527306157
Pa36,Gai12R_block_33,9,4,105,9,4,0.962592042657818,94.1165641681457,95.0791562108035
Pa405,Gai12R_block_33,9,3,105,9,3,1.02005527618314,94.1740274016709,95.1940826778541
PHT77,Gai12R_block_33,18,5,80,18,5,-6.76023972355534,86.3937324019326,79.6334926783773
PHV63,Gai12R_block_33,27,2,80,27,2,-2.87631636545744,90.2776557600304,87.4013393945729
UH_P104,Gai12R_block_33,9,6,105,9,6,0.0283073436237942,93.1822794691116,93.2105868127354
A554,Ner12R_block_17,6,11,125,6,11,-3.75167841434239,125.269121599399,121.517443185057
B104,Ner12R_block_17,30,9,115,30,9,-0.169274620118657,128.851525393623,128.682250773504
B108,Ner12R_block_17,18,11,130,18,11,0.166528195485199,129.187328209226,129.353856404712
B73,Ner12R_block_17,6,10,145,6,10,4.11839983013209,133.139199843873,137.257599674005
DKFAPW,Ner12R_block_17,30,13,115,30,13,-2.09086837508104,126.92993163866,124.839063263579
DKMBST,Ner12R_block_17,6,9,130,6,9,-1.39923928951714,127.621560724224,126.222321434707
EC151,Ner12R_block_17,30,12,120,30,12,-0.822352446583025,128.198447567158,127.376095120575
EP29,Ner12R_block_17,18,13,125,18,13,-2.79536359915052,126.225436414591,123.43007281544
EP67,Ner12R_block_17,18,12,135,18,12,1.78293810946195,130.803738123203,132.586676232665
F7001,Ner12R_block_17,30,11,125,30,11,2.04038460591059,131.061184619652,133.101569225563
F7081,Ner12R_block_17,6,14,140,6,14,0.786410148979911,129.807210162721,130.593620311701
F908,Ner12R_block_17,6,8,135,6,8,-0.61070212986715,128.410097883874,127.799395754007
FP1,Ner12R_block_17,18,8,140,18,8,4.27571108841391,133.296511102155,137.572222190569
LH65,Ner12R_block_17,30,10,125,30,10,1.04582688054977,130.066626894291,131.112453774841
Lo1106,Ner12R_block_17,6,13,135,6,13,1.22885591134269,130.249655925084,131.478511836427
Lo1180,Ner12R_block_17,30,14,125,30,14,0.912630589655549,129.933430603397,130.846061193053
MS153,Ner12R_block_17,18,14,140,18,14,1.76304178501888,130.78384179876,132.546883583779
NK764,Ner12R_block_17,18,9,125,18,9,-1.42029523348593,127.600504780256,126.18020954677
PHT77,Ner12R_block_17,18,10,130,18,10,-1.18180208749607,127.838997926245,126.657195838749
UH_P060,Ner12R_block_17,30,8,110,30,8,-2.21172576345688,126.809074250284,124.597348486828
UH_P128,Ner12R_block_17,6,12,130,6,12,-1.66742518585144,127.35337482789,125.685949642039
A554,Ner12R_block_36,36,19,120,36,19,-0.470308307406214,127.227379454187,126.757071146781
AS5707,Ner12R_block_36,12,21,130,12,21,-1.38127110157993,126.316416660014,124.935145558434
B106,Ner12R_block_36,24,20,140,24,20,2.22780967633949,129.925497437933,132.153307114272
B108,Ner12R_block_36,36,21,125,36,21,-1.47705465307058,126.220633108523,124.743578455453
C103,Ner12R_block_36,36,20,130,36,20,1.0677528043208,128.765440565914,129.833193370235
D09,Ner12R_block_36,12,20,130,12,20,-1.96296765582358,125.73472010577,123.771752449947
EC175,Ner12R_block_36,24,17,135,24,17,2.22377820765132,129.921465969245,132.145244176896
F7057,Ner12R_block_36,12,15,120,12,15,-1.71473182822722,125.982955933367,124.268224105139
F752,Ner12R_block_36,36,16,120,36,16,1.13300194796871,128.830689709562,129.963691657531
IDT,Ner12R_block_36,36,15,110,36,15,-0.561817807591481,127.135869954002,126.574052146411
LH38,Ner12R_block_36,36,18,120,36,18,-2.30531606222267,125.392371699371,123.087055637148
Lo1063,Ner12R_block_36,12,18,145,12,18,5.89544598800845,133.593133749601,139.48857973761
Lo1094,Ner12R_block_36,24,15,120,24,15,-0.29853484310857,127.399152918485,127.100618075377
Lo904,Ner12R_block_36,24,21,140,24,21,2.18753843957933,129.885226201173,132.072764640752
NC290,Ner12R_block_36,12,17,130,12,17,-1.04210976728427,126.655577994309,125.613468227025
NK807,Ner12R_block_36,12,16,130,12,16,0.600382896170828,128.298070657764,128.898453553935
PH207,Ner12R_block_36,24,18,130,24,18,-1.2518325596059,126.445855201988,125.194022642382
PHG80,Ner12R_block_36,24,19,125,24,19,-1.82191963180426,125.87576812979,124.053848497985
PHK76,Ner12R_block_36,24,16,125,24,16,-0.785537767940454,126.912149993653,126.126612225713
SC-Malawi,Ner12R_block_36,36,17,125,36,17,1.3730913174453,129.070779079039,130.443870396484
W117,Ner12R_block_36,12,19,125,12,19,-1.63539929181876,126.062288469775,124.426889177956
A554,Deb12R_block_23,44,10,91,44,10,-4.50229034672944,101.497710174761,96.9954198280317
B104,Deb12R_block_23,44,14,95,44,14,-5.36355522318809,100.636445298303,95.2728900751145
B109,Deb12R_block_23,12,14,110,12,14,0.761443935152968,106.761444456644,107.522888391797
B113,Deb12R_block_23,28,10,90,28,10,-5.5826886929656,100.417311828525,94.8346231355596
B73,Deb12R_block_23,28,13,101,28,13,-1.42563775373317,104.574362767758,103.148725014024
B97,Deb12R_block_23,12,11,105,12,11,-0.680713597360594,105.31928692413,104.63857332677
EP10,Deb12R_block_23,44,11,90,44,11,-6.96642612836868,99.033574393122,92.0671482647533
EP29,Deb12R_block_23,28,11,116,28,11,5.4264149665636,111.426415488054,116.852830454618
F608,Deb12R_block_23,12,13,89,12,13,-8.08637306612873,97.9136274553621,89.8272543892334
F618,Deb12R_block_23,28,8,90,28,8,-7.69259936798834,98.3074011535024,90.6148017855141
FP1,Deb12R_block_23,28,9,130,28,9,10.4382909305034,116.438291451994,126.876582382498
HMV5422,Deb12R_block_23,44,12,125,44,12,8.021172580531,114.021173102022,122.042345682553
LH123Ht,Deb12R_block_23,44,8,115,44,8,5.33416015103018,111.334160672521,116.668320823551
Lo1026,Deb12R_block_23,12,10,98,12,10,-2.16300628886617,103.836994232625,101.673987943758
N16,Deb12R_block_23,12,12,125,12,12,6.75331619554831,112.753316717039,119.506632912588
NQ508,Deb12R_block_23,28,14,120,28,14,6.44894138988489,112.448941911376,118.89788330126
UH_P115,Deb12R_block_23,28,12,102,28,12,-4.11273367025278,101.887266851238,97.7745331809852
UH_S020,Deb12R_block_23,12,9,110,12,9,-0.115251359597494,105.884749161893,105.769497802296
W117,Deb12R_block_23,44,13,109,44,13,3.23505334072594,109.235053862217,112.470107202943
W153R,Deb12R_block_23,44,9,105,44,9,-1.50810827500612,104.491892246485,102.983783971479
W602S,Deb12R_block_23,12,8,110,12,8,1.78059028024454,107.780590801735,109.56118108198
A554,Gai13R_block_17,59,27,75,59,27,-2.07377795640359,73.5932467904031,71.5194688339995
CR1Ht,Gai13R_block_17,63,9,80,63,9,1.20102036695768,76.8680451137643,78.069065480722
DK78371A,Gai13R_block_17,64,18,70,64,18,1.34230816576938,77.0093329125758,78.3516410783451
DKFAPW,Gai13R_block_17,62,18,60,62,18,-2.17636112252493,73.4906636242817,71.3143025017568
DKIBO2,Gai13R_block_17,61,9,70,61,9,-3.13993732541024,72.5270874213964,69.3871500959862
EZ42,Gai13R_block_17,60,9,80,60,9,1.141769706871,76.8087944536774,77.9505641605484
F04702,Gai13R_block_17,59,18,70,59,18,-0.387863341937148,75.2791614048693,74.8912980629322
F353,Gai13R_block_17,61,27,80,61,27,-0.639913494520144,75.0271112522865,74.3871977577663
LH123Ht,Gai13R_block_17,62,27,85,62,27,0.701430910074677,76.3684556568812,77.0698865669559
Lo1106,Gai13R_block_17,64,27,100,64,27,3.09585730118471,78.7628820479913,81.858739349176
Lo1223,Gai13R_block_17,62,9,80,62,9,1.95140117045958,77.618425917266,79.5698270877256
Lo1266,Gai13R_block_17,63,18,60,63,18,-2.36464873485221,73.3023760119544,70.9377272771022
Lo1282,Gai13R_block_17,60,27,85,60,27,2.39178130044897,78.0588060472555,80.4505873477044
Os426,Gai13R_block_17,58,9,80,58,9,-0.520061378932368,75.1469633678742,74.6269019889418
PH207,Gai13R_block_17,63,27,80,63,27,-3.79897025890236,71.8680544879042,68.0690842290019
PHK29,Gai13R_block_17,61,18,70,61,18,2.17019396134273,77.8372187081492,80.0074126694919
SGI061,Gai13R_block_17,64,9,80,64,9,-0.654099925737199,75.0129248210693,74.3588248953321
