"Experiment","parent1","Code_ID","Variety_ID","Accession_ID","Tnight.Early","Tnight.Flo","Tnight.Fill","Ri.Early","Ri.Flo","Ri.Fill","Psi.Flo","Psi.Fill","Tmax.Early","Tmax.Flo","Tmax.Fill","type"
"Ner12W","PHG80_usda",3226,"PHG80","PHG80_H",17.0335909091,18.1486111111,17.2662773019,226.93,197.553,979.532,-64.0791666667,-102.1830601093,34.6007796662,36.4584122394,33.5483615337,"CrossValidation"
"Ner12W","PHG84_usda",3227,"PHG84","PHG84_H",17.082479798,18.3816239316,17.0141592039,203.175,256.182,856.893,-61.0176282051,-106.5513392857,34.2617272061,36.9946026596,33.0708841009,"CrossValidation"
"Ner12W","PHJ40_usda",3228,"PHJ40","PHJ40_H",17.7867534036,17.4982222222,17.188093191,119.604,224.22,992.172,-54.2833333333,-101.2493169399,34.0597906288,36.1596564748,33.6448118239,"CrossValidation"
"Ner12W","PHK29_usda",3229,"PHK29","PHK29_H",17.3923979377,17.8872427984,17.0753143056,164.608,286.079,877.37,-58.837962963,-105.7002923977,34.3003378724,36.7245948573,33.1782490243,"CrossValidation"
"Ner12W","PHR36_usda",3230,"PHR36","PHR36_H",17.3923979377,17.6482222222,17.1685118043,164.608,272.491,919.824,-59.0083333333,-103.6451149425,34.3003378724,36.4048573513,33.5247363154,"CrossValidation"
"Ner12W","PHT77_usda",3231,"PHT77","PHT77_H",17.3923979377,17.7521367521,17.149877852,164.608,274.188,902.897,-58.7612179487,-104.9267241379,34.3003378724,36.5435029682,33.3205720407,"CrossValidation"
"Ner12W","PHV63_usda",3232,"PHV63","PHV63_H",17.3923979377,17.7521367521,17.149877852,164.608,260.552,902.897,-58.7612179487,-104.9267241379,34.3003378724,36.5435029682,33.3205720407,"CrossValidation"
"Ner12W","PHW65_usda",3233,"PHW65","PHW65_H",17.1152590722,18.226010101,17.149877852,254.32,236.832,902.897,-62.8693181818,-104.9267241379,34.5910069028,36.5373633735,33.3205720407,"CrossValidation"
"Ner12W","PHZ51_usda",3234,"PHZ51","PHZ51_H",17.082479798,18.2968888889,17.0753143056,203.175,262.359,877.37,-61.1366666667,-105.7002923977,34.2617272061,36.9067593766,33.1782490243,"CrossValidation"
"Ner12W","SC-Malawi_cim",3235,"SC-Malawi","SC-Malawi_H",17.4577678964,18.022605364,16.974416644,163.091,249.78,836.68,-58.757183908,-107.446969697,34.2455697139,36.768112332,33.0263454165,"CrossValidation"
"Ner12W","UH_2500_uh",3236,"UH_2500","UH_2500_H",17.7238794192,17.629468599,17.1640916879,133.087,243.666,999.499,-55.4746376812,-100.7688172043,34.020475862,36.7360931471,33.520621847,"CrossValidation"
"Ner12W","UH_6102_uh",3237,"UH_6102","UH_6102_H",17.7867534036,17.5731481481,17.1640916879,119.604,243.666,999.499,-53.5677083333,-100.7688172043,34.0597906288,36.5852657754,33.520621847,"CrossValidation"
"Ner12W","UH_6179_uh",3238,"UH_6179","UH_6179_H",17.7238794192,17.629468599,17.1640916879,133.087,216.893,999.499,-55.4746376812,-100.7688172043,34.020475862,36.7360931471,33.520621847,"CrossValidation"
"Ner12W","UH_P024_uh",3239,"UH_P024","UH_P024_H",17.7867534036,17.4982222222,17.2216599261,119.604,250.993,1000.391,-54.2833333333,-101.6633064516,34.0597906288,36.1596564748,33.5564780115,"CrossValidation"
"Ner12W","UH_P060_uh",3240,"UH_P060","UH_P060_H",17.6997968819,17.629468599,17.1640916879,132.755,243.666,999.499,-55.4746376812,-100.7688172043,34.3814208033,36.7360931471,33.520621847,"CrossValidation"
"Ner12W","UH_P064_uh",3241,"UH_P064","UH_P064_H",18.0162017906,17.4187242798,17.2216599261,106.839,250.993,1000.391,-52.3101851852,-101.6633064516,34.4742543699,35.6205682981,33.5564780115,"CrossValidation"
"Ner12W","UH_P074_uh",3242,"UH_P074","UH_P074_H",17.7727220118,17.4664251208,17.188093191,150.532,278.897,992.172,-57.9130434783,-101.2493169399,34.4015152655,36.3483255542,33.6448118239,"CrossValidation"
"Ner12W","UH_P087_uh",3243,"UH_P087","UH_P087_H",17.9164442039,17.4848290598,17.1640916879,106.039,271.57,999.499,-51.5737179487,-100.7688172043,34.5529167754,35.9927042611,33.520621847,"CrossValidation"
"Ner12W","UH_P104_uh",3244,"UH_P104","UH_P104_H",17.8679694674,17.4356481481,17.1999477673,111.698,256.029,1001.626,-51.6440972222,-99.8642473118,34.261900152,36.4171936519,33.5423507088,"CrossValidation"
"Ner12W","UH_P115_uh",3245,"UH_P115","UH_P115_H",18.0162017906,17.4187242798,17.188093191,106.839,250.993,992.172,-52.3101851852,-101.2493169399,34.4742543699,35.6205682981,33.6448118239,"CrossValidation"
"Ner12W","UH_P148_uh",3246,"UH_P148","UH_P148_H",17.8679694674,17.5102222222,17.1640916879,111.698,243.666,999.499,-52.4016666667,-100.7688172043,34.261900152,36.3063903891,33.520621847,"CrossValidation"
"Ner12W","UH_S018_uh",3247,"UH_S018","UH_S018_H",17.3923979377,17.6482222222,17.1685118043,164.608,272.491,919.824,-59.0083333333,-103.6451149425,34.3003378724,36.4048573513,33.5247363154,"CrossValidation"
"Ner12W","UH_S020_uh",3248,"UH_S020","UH_S020_H",17.3923979377,17.8872427984,17.0361372259,164.608,286.079,869.151,-58.837962963,-105.3214285714,34.3003378724,36.7245948573,33.2677156952,"CrossValidation"
"Ner12W","UH_S025_uh",3249,"UH_S025","UH_S025_H",17.3923979377,17.6752777778,17.1999477673,164.608,228.125,1001.626,-58.41875,-99.8642473118,34.3003378724,37.1315236742,33.5423507088,"CrossValidation"
"Ner12W","UH304_uh",3250,"UH304","UH304_H",17.976497114,17.4698412698,17.188093191,95.008,224.22,992.172,-51.3199404762,-101.2493169399,34.4518223633,35.5964525199,33.6448118239,"CrossValidation"
"Ner12W","Va26_inra",3251,"Va26","Va26_H",17.2047020202,17.9542222222,17.149877852,180.336,260.552,902.897,-60.0133333333,-104.9267241379,34.2394942121,36.6940732323,33.3205720407,"CrossValidation"
"Ner12W","W117_inra",3252,"W117","W117_H",17.7867534036,17.5055555556,17.2041172105,119.604,323.341,928.043,-54.3526785714,-104.0395480226,34.0597906288,36.1389366725,33.4339461313,"CrossValidation"
"Ner12W","W182E_inra",3253,"W182E","W182E_H",17.848454786,17.3316872428,17.2662773019,111.366,245.079,979.532,-53.7577160494,-102.1830601093,34.6687171968,35.8391250422,33.5483615337,"CrossValidation"
"Ner12W","W604S_uh",3254,"W604S","W604S_H",17.1688374126,18.0236111111,17.253215257,252.704,223.393,953.692,-64.35,-103.03125,34.7777929777,36.2878015468,33.510985694,"CrossValidation"
"Ner12W","Wf9_inra",3255,"Wf9","Wf9_H",17.5737099253,17.5843621399,17.149877852,149.08,321.714,902.897,-57.3842592593,-104.9267241379,34.3225756528,36.441479485,33.3205720407,"CrossValidation"
"Ner12W","SGI061_ifsi",3256,"SGI061","SGI061_H",17.7867534036,17.3829059829,17.2328947441,119.604,221.002,971.313,-54.8862179487,-101.7708333333,34.0597906288,36.0785767317,33.6380323017,"CrossValidation"
"Ner13R","B73_inra",3001,"B73","B73_H",17.9188570487,19.4994031221,15.0778480953,286.636,398.982,714.734,-168.5113636364,-60.5298742138,32.5784372299,35.6108890639,29.6376496683,"CrossValidation"
"Ner13R","PH207_usda",3002,"PH207","PH207_H",17.7029150198,20.5992121212,15.2811435832,269.084,304.188,902.681,-178.9866666667,-71.3121584699,31.9261540642,36.1159413197,30.351850363,"CrossValidation"
"Ner13R","Oh43_inra",3003,"Oh43","Oh43_H",17.5353484848,20.0004702194,15.1332037845,289.11,345.096,802.84,-176.9554597701,-63.8114035088,31.5412949402,35.8082093515,29.9564333392,"CrossValidation"
"Ner13R","W64A_inra",3004,"W64A","W64A_H",17.4673768939,19.9726767677,15.1123395283,270.432,345.096,809.851,-173.525,-63.0387931034,31.4403577818,35.7467285978,29.8367911305,"CrossValidation"
"Ner13R","Oh33_inra",3005,"Oh33","Oh33_H",17.5353484848,19.3714795009,15.0764605587,289.11,421.881,691.835,-165.9142156863,-60.1514423077,31.5412949402,35.5678148523,29.5509435875,"CrossValidation"
"Ner13R","EZ47_csic",3006,"EZ47","EZ47_H",17.4673768939,19.9389759666,15.2112829261,270.432,289.433,831.294,-172.7974137931,-65.2690677966,31.4403577818,35.7304786408,29.9449468292,"CrossValidation"
"Ner13R","MS153_inra",3007,"MS153","MS153_H",17.7639046717,19.9665584416,15.2334933744,287.762,323.653,824.283,-176.3244047619,-66.0668103448,32.0110554257,35.79357478,30.0643909946,"CrossValidation"
"Ner13R","A310_inra",3008,"A310","A310_H",18.7284880051,20.2473370064,15.2740435953,360.789,276.402,871.534,-191.9412878788,-69.3416666667,34.0561001555,35.7789793222,30.2126379718,"CrossValidation"
"Ner13R","B84_inra",3009,"B84","B84_H",18.1775620791,19.3928619529,15.1539216844,327.215,324.667,742.455,-177.2638888889,-59.875,33.111720748,35.5504168994,29.6185331667,"CrossValidation"
"Ner13R","F894_inra",3010,"F894","F894_H",18.7284880051,19.5589412645,15.1377802257,360.789,328.994,765.033,-187.3919753086,-59.6897321429,34.0561001555,35.5428370756,29.7010072783,"CrossValidation"
"Ner13R","F912_inra",3011,"F912","F912_H",17.2891171329,20.0332251082,15.2793061823,272.258,298.936,838.774,-172.5044642857,-68.8721264368,30.5822236622,35.7360592054,30.2370990928,"CrossValidation"
"Ner13R","B105_inra",3012,"B105","B105_H",17.4673768939,19.7945259042,15.12395952,270.432,365.585,789.362,-174.0241935484,-60.8289473684,31.4403577818,35.6841846589,29.7671231417,"CrossValidation"
"Ner13R","A347_inra",3013,"A347","A347_H",17.5353484848,20.0004702194,15.1419599745,289.11,284.176,792.614,-176.9554597701,-64.6242559524,31.5412949402,35.8082093515,30.0349919142,"CrossValidation"
"Ner13R","EP52_csic",3014,"EP52","EP52_H",17.2322628458,20.0663000978,15.1123395283,247.034,284.176,809.851,-170.123655914,-63.0387931034,31.1322056465,35.8364424138,29.8367911305,"CrossValidation"
"Ner13R","F7028_inra",3015,"F7028","F7028_H",17.8222373737,19.4787552949,15.1767151059,311.976,397.527,735.444,-174.5201612903,-60.6319444444,32.2081171948,35.5811300949,29.7407803506,"CrossValidation"
"Ner13R","FC1890_inra",3016,"F1890","F1890_H",17.4673768939,20.0332251082,15.2685189105,270.432,283.971,849,-172.5044642857,-68.0148305085,31.4403577818,35.7360592054,30.1577779749,"CrossValidation"
"Ner13R","A374_inra",3017,"A374","A374_H",18.2437929293,20.0271885522,15.2685189105,344.328,283.971,849,-186.6458333333,-68.0148305085,33.2413215696,35.7022501711,30.1577779749,"CrossValidation"
"Ner13R","FR19_usda",3018,"FR19","FR19_H",17.7639046717,19.4707386364,15.1867878976,287.762,378.272,725.218,-171.7135416667,-61.4308176101,32.0110554257,35.6235197686,29.8197167131,"CrossValidation"
"Ner13R","B100_uh",3019,"B100","B100_H",18.0089536671,19.8359108325,15.1454038521,307.239,331.365,782.351,-180.5517241379,-61.5758928571,32.9642944344,35.7002875184,29.8876577472,"CrossValidation"
"Ner13R","EZ11A_csic",3020,"EZ11A","EZ11A_H",18.2437929293,19.4123063973,15.056463444,344.328,345.377,721.745,-176.1430555556,-59.7608024691,33.2413215696,35.5122490735,29.5150484751,"CrossValidation"
"Ner13R","EZ37_csic",3021,"EZ37","EZ37_H",18.6901130874,19.9577894328,15.1419599745,337.225,310.876,792.614,-186.7355769231,-64.6242559524,33.9599705436,35.7171617035,30.0349919142,"CrossValidation"
"Ner13R","F1808_inra",3022,"F1808","F1808_H",17.8222373737,20.2776565657,15.2740435953,311.976,276.402,871.534,-180.95,-69.3416666667,32.2081171948,35.8503557427,30.2126379718,"CrossValidation"
"Ner13R","Pa405_uh",3023,"Pa405","Pa405_H",18.1775620791,19.288919498,14.9959633504,327.215,478.724,669.212,-168.1805555556,-59.6486928105,33.111720748,35.5210220642,29.4180572116,"CrossValidation"
"Ner13R","LH38_usda",3024,"LH38","LH38_H",17.5353484848,19.9665584416,15.2334933744,289.11,323.653,824.283,-176.3244047619,-66.0668103448,31.5412949402,35.79357478,30.0643909946,"CrossValidation"
"Ner13R","Oh02_inra",3025,"Oh02","Oh02_H",17.973163931,19.4787552949,15.1867878976,310.85,324.667,725.218,-174.5201612903,-61.4308176101,32.7600689975,35.5811300949,29.8197167131,"CrossValidation"
"Ner13R","UH250_uh",3026,"UH250","UH250_H",17.7639046717,20.4425454545,15.2816626429,287.762,276.582,879.979,-179.65,-70.9902777778,32.0110554257,36.0587475032,30.3154821802,"CrossValidation"
"Ner13R","B97_usa",3027,"B97","B97_H",18.5482373737,19.7592851593,15.1454038521,364.72,304.665,782.351,-189.8060897436,-61.5758928571,33.6896393939,35.6225765213,29.8876577472,"CrossValidation"
"Ner13R","F838_inra",3028,"F838","F838_H",18.7284880051,19.3693362193,15.1767151059,360.789,324.667,735.444,-182.4672619048,-60.6319444444,34.0561001555,35.4962030165,29.7407803506,"CrossValidation"
"Ner13R","B104_inra",3029,"B104","B104_H",18.0089536671,19.3760024487,14.9379449254,307.239,368.276,705.077,-168.375,-58.625,32.9642944344,35.526306222,29.2756304454,"CrossValidation"
"Ner13R","B89_inra",3030,"B89","B89_H",16.7246685606,20.0853219697,15.2334933744,205.622,367.137,824.283,-162.1549479167,-66.0668103448,29.6600153114,35.9395544935,30.0643909946,"CrossValidation"
"Ner13R","NC290_uh",3031,"NC290","NC290_H",18.9639657444,19.2609644835,14.8578718451,354.313,444.504,682.454,-172.2943548387,-58.1124213836,34.2908930686,35.4701582452,29.1425640622,"CrossValidation"
"Ner13R","UH_P089_uh",3032,"UH_P089","UH_P089_H",18.1775620791,20.2035774411,15.2740435953,327.215,295.253,871.534,-184.6475694444,-69.3416666667,33.111720748,35.8231819836,30.2126379718,"CrossValidation"
"Ner13R","EC232_ciam",3033,"EC232","EC232_H",17.9538050964,20.0653198653,15.2685189105,283.025,298.936,849,-176.1512345679,-68.0148305085,32.7836896517,35.8016989262,30.1577779749,"CrossValidation"
"Ner13R","LAN496_inra",3034,"LAN496","LAN496_H",17.9188570487,19.4994031221,15.0778480953,286.636,372.282,714.734,-168.5113636364,-60.5298742138,32.5784372299,35.6108890639,29.6376496683,"CrossValidation"
"Ner13R","EP2008-18_csic",3035,"EP2008-18","EP2008-18_H",17.5353484848,19.8154545455,15.12395952,289.11,331.365,789.362,-177.3569444444,-60.8289473684,31.5412949402,35.7415312562,29.7671231417,"CrossValidation"
"Ner13R","F7081_inra",3036,"F7081","F7081_H",17.973163931,19.9941264497,15.2334933744,310.85,323.653,824.283,-179.7175925926,-66.0668103448,32.7600689975,35.7512034885,30.0643909946,"CrossValidation"
"Ner13R","HMV5422_Martonvasar",3037,"HMV5422","HMV5422_H",18.7284880051,19.9308922559,15.2112829261,360.789,289.433,831.294,-189.6388888889,-65.2690677966,34.0561001555,35.6733810712,29.9449468292,"CrossValidation"
"Ner13R","Os426_inra",3038,"Os426","Os426_H",17.7639046717,19.6391495601,15.1598657403,287.762,328.994,758.022,-175.6559139785,-60.4295454545,32.0110554257,35.6682435217,29.8225313155,"CrossValidation"
"Ner13R","PHG39_usda",3039,"PHG39","PHG39_H",18.5482373737,19.2636026936,15.0764605587,364.72,342.297,691.835,-175.1777777778,-60.1514423077,33.6896393939,35.4415585615,29.5509435875,"CrossValidation"
"Ner13R","F7001_inra",3040,"F7001","F7001_H",18.6901130874,19.9577894328,15.1332037845,337.225,310.876,802.84,-186.7355769231,-63.8114035088,33.9599705436,35.7171617035,29.9564333392,"CrossValidation"
"Ner13R","LH74_inra",3041,"LH74","LH74_H",17.9188570487,19.9665584416,15.2334933744,286.636,289.433,824.283,-176.3244047619,-66.0668103448,32.5784372299,35.79357478,30.0643909946,"CrossValidation"
"Ner13R","HMV5405_Martonvasar",3042,"HMV5405","HMV5405_H",18.503950968,20.219675011,15.2740435953,341.156,261.437,871.534,-188.3423913043,-69.3416666667,33.5822459841,35.8002011442,30.2126379718,"CrossValidation"
"Ner13R","F924_inra",3043,"F924","F924_H",18.503950968,20.0271885522,15.2460948773,341.156,283.971,856.011,-186.6458333333,-67.1979166667,33.5822459841,35.7022501711,30.0387680959,"CrossValidation"
"Ner13R","EZ40_csic",3044,"EZ40","EZ40_H",18.1775620791,19.3928619529,15.1539216844,327.215,324.667,742.455,-177.2638888889,-59.875,33.111720748,35.5504168994,29.6185331667,"CrossValidation"
"Ner13R","W23_uh",3045,"W23","W23_H",17.4673768939,19.7945259042,15.12395952,270.432,350.62,789.362,-174.0241935484,-60.8289473684,31.4403577818,35.6841846589,29.7671231417,"CrossValidation"
"Ner13R","Mo17_inra",3046,"Mo17","Mo17_H",17.7639046717,19.4994031221,15.0778480953,287.762,372.282,714.734,-168.5113636364,-60.5298742138,32.0110554257,35.6108890639,29.6376496683,"CrossValidation"
"Ner13R","W9_inra",3047,"W9","W9_H",17.9188570487,19.8154545455,15.1454038521,286.636,409.069,782.351,-177.3569444444,-61.5758928571,32.5784372299,35.7415312562,29.8876577472,"CrossValidation"
"Ner13R","F7025_inra",3049,"F7025","F7025_H",17.4673768939,19.7945259042,15.12395952,270.432,365.585,789.362,-174.0241935484,-60.8289473684,31.4403577818,35.6841846589,29.7671231417,"CrossValidation"
"Ner13R","CO109_inra",3050,"CO109","CO109_H",16.8757102273,20.7214927048,15.3563421301,226.34,346.078,889.269,-170.4614197531,-72.2076388889,29.9398265761,36.27705594,30.3956549491,"CrossValidation"
"Ner13R","PHG83_usda",3051,"PHG83","PHG83_H",18.5482373737,19.9308922559,15.2112829261,364.72,308.688,831.294,-189.6388888889,-65.2690677966,33.6896393939,35.6733810712,29.9449468292,"CrossValidation"
"Ner13R","N25_inra",3052,"N25","N25_H",18.1775620791,19.1715983363,14.9689648587,327.215,376.963,664.18,-165.7034313725,-58.375,33.111720748,35.358679382,29.2811123953,"CrossValidation"
"Ner13R","B107_inra",3053,"B107","B107_H",18.5482373737,19.9308922559,15.2334933744,364.72,289.433,824.283,-189.6388888889,-66.0668103448,33.6896393939,35.6733810712,30.0643909946,"CrossValidation"
"Ner13R","F748_inra",3054,"F748","F748_H",17.7639046717,19.8154545455,15.12395952,287.762,304.665,789.362,-177.3569444444,-60.8289473684,32.0110554257,35.7415312562,29.7671231417,"CrossValidation"
"Ner13R","PHG86_usda",3055,"PHG86","PHG86_H",17.7639046717,19.4707386364,15.1539216844,287.762,324.667,742.455,-171.7135416667,-59.875,32.0110554257,35.6235197686,29.6185331667,"CrossValidation"
"Ner13R","DK78371A_usda",3056,"DK78371A","DK78371A_H",18.7284880051,19.4054510623,15.0778480953,360.789,372.282,714.734,-178.4525862069,-60.5298742138,34.0561001555,35.4862203785,29.6376496683,"CrossValidation"
"Ner13R","F712_inra",3057,"F712","F712_H",18.7284880051,19.7592851593,15.154541065,360.789,331.365,772.125,-189.8060897436,-62.3628787879,34.0561001555,35.6225765213,29.9663941946,"CrossValidation"
"Ner13R","HMV5325_Martonvasar",3058,"HMV5325","HMV5325_H",18.1775620791,19.9148407148,15.2334933744,327.215,308.688,824.283,-183.0833333333,-66.0668103448,33.111720748,35.7223064703,30.0643909946,"CrossValidation"
"Ner13R","B113_uh",3059,"B113","B113_H",18.7284880051,19.4054510623,14.9418004723,360.789,398.982,727.976,-178.4525862069,-59.0174242424,34.0561001555,35.4862203785,29.3641892713,"CrossValidation"
"Ner13R","LH145_usda",3060,"LH145","LH145_H",17.4673768939,20.0332251082,15.2793061823,270.432,283.971,838.774,-172.5044642857,-68.8721264368,31.4403577818,35.7360592054,30.2370990928,"CrossValidation"
"Ner13R","PB98TR_inra",3061,"PB98TR","PB98TR_H",18.503950968,19.2748126426,15.0764605587,341.156,395.181,691.835,-173.0483870968,-60.1514423077,33.5822459841,35.468188325,29.5509435875,"CrossValidation"
"Ner13R","PB116_inra",3062,"PB116","PB116_H",18.503950968,19.9181010101,15.2334933744,341.156,289.433,824.283,-186.42,-66.0668103448,33.5822459841,35.6971290775,30.0643909946,"CrossValidation"
"Ner13R","W602S_uh",3063,"W602S","W602S_H",17.7639046717,19.3714795009,15.1712772228,287.762,441.136,668.197,-165.9142156863,-61.84,32.0110554257,35.5678148523,29.6673667644,"CrossValidation"
"Ner13R","N6_inra",3064,"N6","N6_H",18.4461517347,19.7566378066,15.12395952,324.043,350.62,789.362,-183.7068452381,-60.8289473684,33.4618331447,35.6716361454,29.7671231417,"CrossValidation"
"Ner13R","F918_inra",3065,"F918","F918_H",18.4461517347,19.3928619529,15.03956594,324.043,397.527,748.686,-177.2638888889,-59.1428571429,33.4618331447,35.5504168994,29.4685199363,"CrossValidation"
"Ner13R","B106_inra",3066,"B106","B106_H",18.503950968,19.3776732846,15.1767151059,341.156,351.572,735.444,-179.9396551724,-60.6319444444,33.5822459841,35.5227850239,29.7407803506,"CrossValidation"
"Ner13R","AS5707_usda",3067,"AS5707","AS5707_H",19.0901818182,19.1723124098,15.0546986033,404.272,368.276,698.846,-178.431547619,-59.375,34.5580630989,35.285204284,29.427665128,"CrossValidation"
"Ner13R","Lp5_usda",3069,"Lp5","Lp5_H",17.9188570487,20.0653198653,15.2685189105,286.636,317.787,849,-176.1512345679,-68.0148305085,32.5784372299,35.8016989262,30.1577779749,"CrossValidation"
"Ner13R","EM1163_inra",3070,"EA1163","EA1163_H",17.7029150198,20.1974186308,15.2847416708,269.084,366.532,861.308,-173.4259259259,-70.206920904,31.9261540642,35.8207511097,30.2915444944,"CrossValidation"
"Ner13R","LH82_inra",3072,"LH82","LH82_H",17.973163931,20.7213658322,15.2811435832,310.85,235.029,902.681,-187.6485507246,-71.3121584699,32.7600689975,36.1737889825,30.351850363,"CrossValidation"
"Ner13R","B108_uh",3074,"B108","B108_H",18.9639657444,19.9716565657,15.1332037845,354.313,310.876,802.84,-189.8383333333,-63.8114035088,34.2908930686,35.6951649224,29.9564333392,"CrossValidation"
"Ner13R","UH_P128_uh",3075,"UH_P128","UH_P128_H",17.7029150198,20.0332251082,15.2685189105,269.084,368.095,849,-172.5044642857,-68.0148305085,31.9261540642,35.7360592054,30.1577779749,"CrossValidation"
"Ner13R","EP51_csic",3076,"EP51","EP51_H",17.973163931,19.9941264497,15.2112829261,310.85,392.812,831.294,-179.7175925926,-65.2690677966,32.7600689975,35.7512034885,29.9449468292,"CrossValidation"
"Ner13R","PHH93_usda",3077,"PHH93","PHH93_H",17.7639046717,20.2370629371,15.362595307,287.762,295.253,847.896,-177.2483974359,-71.1142241379,32.0110554257,35.8921728162,30.3358198272,"CrossValidation"
"Ner13R","EP55_csic",3078,"EP55","EP55_H",17.7639046717,20.0653198653,15.2685189105,287.762,298.936,849,-176.1512345679,-68.0148305085,32.0110554257,35.8016989262,30.1577779749,"CrossValidation"
"Ner13R","B98_uh",3079,"B98","B98_H",18.0089536671,19.3702911468,14.8578718451,307.239,417.804,682.454,-165.9460784314,-58.1124213836,32.9642944344,35.5498898259,29.1425640622,"CrossValidation"
"Ner13R","ML606_usda",3080,"ML606","ML606_H",17.7639046717,20.0004702194,15.1123395283,287.762,330.131,809.851,-176.9554597701,-63.0387931034,32.0110554257,35.8082093515,29.8367911305,"CrossValidation"
"Ner13R","DKFBHJ_usda",3081,"DKFBHJ","DKFBHJ_H",17.9188570487,19.9665584416,15.2334933744,286.636,323.653,824.283,-176.3244047619,-66.0668103448,32.5784372299,35.79357478,30.0643909946,"CrossValidation"
"Ner13R","PHG47_usda",3082,"PHG47","PHG47_H",17.7639046717,20.2370629371,15.2740435953,287.762,276.402,871.534,-177.2483974359,-69.3416666667,32.0110554257,35.8921728162,30.2126379718,"CrossValidation"
"Ner13R","PHB09_usda",3083,"PHB09","PHB09_H",18.0089536671,19.9941264497,15.2334933744,307.239,308.688,824.283,-179.7175925926,-66.0668103448,32.9642944344,35.7512034885,30.0643909946,"CrossValidation"
"Ner13R","F98902_inra",3084,"F98902","F98902_H",17.4673768939,19.9389759666,15.2334933744,270.432,289.433,824.283,-172.7974137931,-66.0668103448,31.4403577818,35.7304786408,30.0643909946,"CrossValidation"
"Ner13R","B37_inra",3085,"B37","B37_H",18.1775620791,19.3928619529,15.03956594,327.215,351.572,748.686,-177.2638888889,-59.1428571429,33.111720748,35.5504168994,29.4685199363,"CrossValidation"
"Ner13R","FV353_inra",3086,"F353","F353_H",17.1080018939,20.9242121212,15.2725767512,248.547,263.785,917.409,-178.43,-71.4845430108,30.8193294345,36.3951310681,30.3711449246,"CrossValidation"
"Ner13R","EC136_ciam",3087,"EC136","EC136_H",17.1080018939,20.1312173459,15.2685189105,248.547,409.985,849,-168.9037356322,-68.0148305085,30.8193294345,35.8323280912,30.1577779749,"CrossValidation"
"Ner13R","W95115_inra",3088,"W95115","W95115_H",17.7639046717,20.0004702194,15.1332037845,287.762,388.58,802.84,-176.9554597701,-63.8114035088,32.0110554257,35.8082093515,29.9564333392,"CrossValidation"
"Ner13R","Pa91_inra",3089,"Pa91","Pa91_H",18.503950968,19.2748126426,15.0546986033,341.156,395.181,698.846,-173.0483870968,-59.375,33.5822459841,35.468188325,29.427665128,"CrossValidation"
"Ner13R","EA3076_csic",3090,"EA3076","EA3076_H",18.4461517347,19.3928619529,15.1539216844,324.043,397.527,742.455,-177.2638888889,-59.875,33.4618331447,35.5504168994,29.6185331667,"CrossValidation"
"Ner13R","PHK76_usda",3091,"PHK76","PHK76_H",17.8222373737,20.4933922559,15.2494466555,311.976,242.766,897.216,-183.6059027778,-69.3017473118,32.2081171948,36.0221286636,30.1210204707,"CrossValidation"
"Ner13R","EP10_csic",3092,"EP10","EP10_H",17.2322628458,20.0368434343,15.2438554136,247.034,323.653,814.057,-169.3069444444,-66.9049707602,31.1322056465,35.8237245825,30.143465343,"CrossValidation"
"Ner13R","NDB8_inra",3094,"NDB8","NDB8_H",18.7284880051,20.7545707071,15.2811435832,360.789,278.513,902.681,-200.74375,-71.3121584699,34.0561001555,36.1437899059,30.351850363,"CrossValidation"
"Ner13R","MS71_uh",3096,"MS71","MS71_H",17.4673768939,20.0332251082,15.2685189105,270.432,283.971,849,-172.5044642857,-68.0148305085,31.4403577818,35.7360592054,30.1577779749,"CrossValidation"
"Ner13R","DK4676A_usda",3097,"DK4676A","DK4676A_H",17.9188570487,20.4425454545,15.2711904216,286.636,276.582,890.205,-179.65,-70.1263661202,32.5784372299,36.0587475032,30.237476786,"CrossValidation"
"Ner13R","EP29_csic",3098,"EP29","EP29_H",17.973163931,20.0282647908,15.1123395283,310.85,363.947,809.851,-180.25,-63.0387931034,32.7600689975,35.7678739836,29.8367911305,"CrossValidation"
"Ner13R","NC358_uh",3099,"NC358","NC358_H",18.2437929293,19.1515457606,14.8493693806,344.328,402.942,670.411,-167.7045454545,-57.6153846154,33.2413215696,35.328586597,29.1260485466,"CrossValidation"
"Ner13R","LH93_usda",3100,"LH93","LH93_H",18.8679632867,19.3212869435,15.056463444,410.748,372.282,721.745,-182.0694444444,-59.7608024691,34.3310554087,35.3273834845,29.5150484751,"CrossValidation"
"Ner13R","11430_usda",3101,"11430","11430_H",17.7639046717,19.9665584416,15.2438554136,287.762,367.137,814.057,-176.3244047619,-66.9049707602,32.0110554257,35.79357478,30.143465343,"CrossValidation"
"Ner13R","A3_inra",3102,"A3","A3_H",17.4673768939,19.7945259042,15.1454038521,270.432,384.436,782.351,-174.0241935484,-61.5758928571,31.4403577818,35.6841846589,29.8876577472,"CrossValidation"
"Ner13R","A375_inra",3103,"A375","A375_H",17.7639046717,20.0653198653,15.2685189105,287.762,298.936,849,-176.1512345679,-68.0148305085,32.0110554257,35.8016989262,30.1577779749,"CrossValidation"
"Ner13R","B109_uh",3104,"B109","B109_H",17.7639046717,19.9665584416,15.2112829261,287.762,308.688,831.294,-176.3244047619,-65.2690677966,32.0110554257,35.79357478,29.9449468292,"CrossValidation"
