"Experiment","parent1","Code_ID","Variety_ID","Accession_ID","geno.panel","grain.yield","grain.number","seed.size","anthesis","silking","plant.height","tassel.height","ear.height","type"
"Bol12W","Lo1242_bergamo",3195,"Lo1242","Lo1242_H","DROPS",2.8124354988,980.8348290429,294.5845319795,66.0451199284,72.5370152721,188.817892136,247.2622977304,90.6419371366,NA
"Bol12W","Lo1251_bergamo",3196,"Lo1251","Lo1251_H","DROPS",4.8962244343,2008.393082244,249.1434914537,70.1732150147,77.8648679372,208.2266272985,263.81021934,106.3913464092,NA
"Bol12W","Lo1253_bergamo",3197,"Lo1253","Lo1253_H","DROPS",4.9396090425,1949.2905098269,259.4181748904,67.5061899529,73.1921774633,213.2302559324,267.2811934551,118.3117845733,NA
"Bol12W","Lo1261_bergamo",3198,"Lo1261","Lo1261_H","DROPS",4.2229456682,1742.9398071356,247.0125149376,68.6627408237,73.3172230384,205.5922884053,260.2440464206,106.6539599586,NA
"Bol12W","Lo1266_bergamo",3199,"Lo1266","Lo1266_H","DROPS",5.5064268484,1982.7604385248,275.23929398,69.5663510249,71.1913688427,203.5173618807,256.5511063042,102.4765597591,NA
"Bol12W","Lo1270_bergamo",3200,"Lo1270","Lo1270_H","DROPS",5.4512699541,2125.9914857795,256.0929846922,70.2956693644,75.4265953437,198.4676039096,248.2829642027,95.6383741806,NA
"Bol12W","Lo1273_bergamo",3201,"Lo1273","Lo1273_H","DROPS",4.7807671853,1668.1430892686,282.551589546,67.9891548287,72.8031707142,182.0387495419,242.4212733544,98.6932481067,NA
"Bol12W","Lo1274_bergamo",3202,"Lo1274","Lo1274_H","DROPS",4.872684139,1670.3028698111,291.3549804369,68.4603070477,72.0162096565,196.8500542237,259.1499898599,98.6175870664,NA
"Bol12W","Lo1280_bergamo",3203,"Lo1280","Lo1280_H","DROPS",4.8898367637,1607.19406281,291.3024441585,65.1594675021,68.9017019011,197.8699107312,265.9209347225,89.7542898314,NA
"Bol12W","Lo1282_bergamo",3204,"Lo1282","Lo1282_H","DROPS",4.1331435239,1464.9480497451,286.5500141446,67.7687351739,76.9674905367,214.1712141118,270.4662258809,116.6281488643,NA
"Bol12W","Lo1284_bergamo",3205,"Lo1284","Lo1284_H","DROPS",4.2114154143,1463.7597273535,273.6624663761,66.8840681184,73.878557544,199.9770797495,255.6822654701,96.4563327235,NA
"Bol12W","Lo1288_bergamo",3206,"Lo1288","Lo1288_H","DROPS",5.5891146724,2110.9082835882,264.438469713,70.2934966189,79.3263007543,198.0921510946,249.9976043369,107.8140942689,NA
"Bol12W","Lo1290_bergamo",3207,"Lo1290","Lo1290_H","DROPS",6.6822157589,2409.8516132382,273.4985356597,69.2908198754,74.571103576,190.5192927015,247.4572304178,99.3125299057,NA
"Bol12W","Pa36_inra",3208,"Pa36","Pa36_H","DROPS",1.4699299447,764.9225052574,213.8851660858,62.6426632622,65.3223265866,193.1277701445,239.562351715,94.3115993195,NA
"Bol12W","Lo1301_bergamo",3209,"Lo1301","Lo1301_H","DROPS",5.7651462158,2269.9811507356,252.0849479699,65.1894248477,70.7905947878,188.5241367038,249.8832149489,101.699001422,NA
"Bol12W","Lo904_bergamo",3210,"Lo904","Lo904_H","DROPS",4.556829943,1918.6874829539,233.1415065702,66.7216483188,72.3718505444,190.2905400832,241.6986584113,97.6318618276,NA
"Bol12W","Mo15W_inra",3211,"Mo15W","Mo15W_H","DROPS",4.2987253034,1747.3180728498,239.3601567009,68.7475101908,77.8685291803,186.0992310778,243.1051754864,99.1033059062,NA
"Bol12W","N16_inra",3212,"N16","N16_H","DROPS",4.0968344199,1811.183857501,215.1178872569,70.2076947583,74.8154738931,209.4459363704,262.2510478941,118.6793133675,NA
"Bol12W","N192_usa",3213,"N192","N192_H","DROPS",4.9677302174,2251.2566524719,221.3170477895,61.7635293166,64.8187215439,183.4343157934,241.1771989493,93.6967552253,NA
"Bol12W","N22_inra",3214,"N22","N22_H","DROPS",3.8536070941,1636.055878855,241.3505911451,68.9261157976,74.1886068129,197.9709388574,245.6892082618,100.4124352187,NA
"Bol12W","NK764_usda",3215,"NK764","NK764_H","DROPS",5.0634386562,2123.4618571814,239.0978530689,63.4629957847,73.1436863914,162.0494859173,216.0441006996,80.4794750583,NA
"Bol12W","NK807_usda",3216,"NK807","NK807_H","DROPS",3.9902546893,1687.5037946622,227.2915694085,64.7767508026,66.348864382,186.8979943268,240.5462913548,101.7010777308,NA
"Bol12W","NQ508_usda",3217,"NQ508","NQ508_H","DROPS",3.8865945504,1305.3747791063,292.4108974299,66.0416916092,72.7813502493,201.0387452871,253.5351209903,119.7435184566,NA
"Bol12W","NS701_usda",3218,"NS701","NS701_H","DROPS",3.9370239121,1349.5380742226,275.2061746059,66.9881685146,71.89901641,186.6856216929,247.7047677114,99.8924707888,NA
"Bol12W","Oh40B_inra",3219,"Oh40B","Oh40B_H","DROPS",3.2589686732,1241.5286299976,266.8243071749,67.4390417968,73.3797950183,188.6259219257,254.9926348413,97.9978606722,NA
"Bol12W","P465P_inra",3220,"P465P","P465P_H","DROPS",2.3737942787,1090.5113746804,215.1641799573,65.3935342049,70.5666101306,192.7103836284,250.2756083812,105.4478288559,NA
"Bol12W","A554_inra",3221,"A554","A554_H","DROPS",5.6116888763,2514.0555633677,220.2997276679,64.2244332756,63.6705344718,189.68487631,243.9134925605,105.7977801523,NA
"Bol12W","FR697_ifsi",3222,"FR697","FR697_H","DROPS",3.8993954109,1280.7584197905,310.5000531233,67.6612256533,69.9177892977,198.0421188028,245.5778914352,105.7213872589,NA
"Bol12W","PHG35_usda",3223,"PHG35","PHG35_H","DROPS",6.1058791812,2154.1501422021,287.6540142351,68.8830489177,74.9773922463,205.4406202155,269.3729710226,102.8014954632,NA
"Bol12W","PHG50_usda",3224,"PHG50","PHG50_H","DROPS",5.1980072655,2066.185527374,261.6998963992,61.9598551417,67.546215743,188.3161182468,235.2942993568,92.944244112,NA
"Bol12W","PHG71_usda",3225,"PHG71","PHG71_H","DROPS",3.6571798038,1498.75542561,246.5935373896,62.5516233209,67.5009150296,187.1424172846,233.672694262,98.1762780129,NA
"Bol12W","PHG80_usda",3226,"PHG80","PHG80_H","DROPS",4.9355970034,1799.1188348513,267.5633463947,64.400433852,74.1889707424,183.5740768985,231.1638084239,99.8444447497,NA
"Bol12W","PHG84_usda",3227,"PHG84","PHG84_H","DROPS",4.4308333212,1630.9127075102,267.6442974396,70.4204165801,75.6674207274,196.4010474003,256.5509113651,94.6296419157,NA
"Bol12W","PHJ40_usda",3228,"PHJ40","PHJ40_H","DROPS",3.7324186802,1437.6877973051,258.971386154,62.3874064318,64.1514226921,204.6912663604,250.3625001209,106.884544866,NA
"Bol12W","PHK29_usda",3229,"PHK29","PHK29_H","DROPS",5.5641354579,2410.0646114348,232.7592943424,65.125175074,76.1646851555,191.6202300048,250.3217800232,105.1946938881,NA
"Bol12W","PHR36_usda",3230,"PHR36","PHR36_H","DROPS",3.9952662635,1724.2665862146,229.3759284445,66.7480115366,71.8477783279,189.8819053684,233.2816492898,105.5252876981,NA
"Bol12W","PHT77_usda",3231,"PHT77","PHT77_H","DROPS",5.2737895204,2205.0324658952,235.8200579059,65.158450141,77.6721437484,196.2259762422,252.8638228432,103.981459019,NA
"Bol12W","PHV63_usda",3232,"PHV63","PHV63_H","DROPS",4.6355066031,1892.7403984272,241.5712971821,69.2428598941,76.1176889912,188.1523267307,242.5076990245,98.4127675868,NA
"Bol12W","PHW65_usda",3233,"PHW65","PHW65_H","DROPS",5.4399827831,1908.0176216687,276.2000194822,71.4374841182,73.070589866,196.2209848623,245.8883525134,96.9688289013,NA
"Bol12W","PHZ51_usda",3234,"PHZ51","PHZ51_H","DROPS",5.2987246474,1832.7285979667,282.1536571773,68.2392894012,73.3029646139,220.6296657684,266.1182281572,108.9366072648,NA
"Bol12W","SC-Malawi_cim",3235,"SC-Malawi","SC-Malawi_H","DROPS",1.7491170494,657.5855574382,266.7029969322,71.9324882271,83.4158566274,199.3184772493,256.291887227,112.8951172659,NA
"Bol12W","UH_2500_uh",3236,"UH_2500","UH_2500_H","DROPS",4.8755946413,2168.5781861532,232.5945076336,65.1153465873,65.7310329948,190.9324666501,245.983481564,102.7482719487,NA
"Bol12W","UH_6102_uh",3237,"UH_6102","UH_6102_H","DROPS",4.9307538385,1873.3417278384,265.9029548282,61.8534855421,64.5955384312,187.6203831129,243.2955444403,99.0514001818,NA
"Bol12W","UH_6179_uh",3238,"UH_6179","UH_6179_H","DROPS",4.5221690517,1666.9788675015,268.8003907951,63.2419232208,66.3767178925,202.6938014593,261.888113742,104.0499677315,NA
"Bol12W","UH_P024_uh",3239,"UH_P024","UH_P024_H","DROPS",6.2476129886,2448.0683555677,256.6464960376,62.1828897931,60.6759880026,202.9188030111,258.6567540002,93.5265357683,NA
"Bol12W","UH_P060_uh",3240,"UH_P060","UH_P060_H","DROPS",4.2354496026,1688.5616328011,251.4618398439,61.5463257975,65.3072063159,188.9078173015,238.3472966854,90.7161654459,NA
"Bol12W","UH_P064_uh",3241,"UH_P064","UH_P064_H","DROPS",4.4913274526,1826.9424421481,238.6236087905,63.4815910864,67.1723059767,199.6854036772,255.5047848163,98.0112222739,NA
"Bol12W","UH_P074_uh",3242,"UH_P074","UH_P074_H","DROPS",4.6450518767,1786.0367232705,263.1087194168,61.683728903,65.0866774624,197.5162828041,244.2920132999,107.3478239526,NA
"Bol12W","UH_P087_uh",3243,"UH_P087","UH_P087_H","DROPS",4.7986488264,1845.7280616653,252.7060716983,61.7422706194,64.8119748877,191.582912065,248.0164567609,94.2554087164,NA
"Bol12W","UH_P104_uh",3244,"UH_P104","UH_P104_H","DROPS",5.3404833219,2018.4530130323,266.8760567089,63.4794341043,64.8915728605,197.3833905895,249.7513612896,100.3271488021,NA
"Bol12W","UH_P115_uh",3245,"UH_P115","UH_P115_H","DROPS",5.6202724814,2470.1372610839,225.6814609651,63.4805324035,64.3206024252,205.6246396027,258.4314925496,104.6463205879,NA
"Bol12W","UH_P148_uh",3246,"UH_P148","UH_P148_H","DROPS",4.45254119,1737.6587264928,260.8454252144,61.5522247718,66.0502620197,193.8309345224,246.5312656034,99.9670612863,NA
"Bol12W","UH_S018_uh",3247,"UH_S018","UH_S018_H","DROPS",6.0800033491,2407.0141528184,254.3854501604,65.2185768417,69.3092146712,192.8376575292,242.6350437691,105.3108025068,NA
"Bol12W","UH_S020_uh",3248,"UH_S020","UH_S020_H","DROPS",6.892811804,2635.0114309832,258.3638138595,69.2581283653,71.172786317,207.459697556,257.9969212075,115.8421521088,NA
"Bol12W","UH_S025_uh",3249,"UH_S025","UH_S025_H","DROPS",5.3850922824,2120.3338776545,252.1498441562,61.5946465524,64.0598114713,188.4894531579,238.6112416708,99.9478545449,NA
"Bol12W","UH304_uh",3250,"UH304","UH304_H","DROPS",4.4470004859,1727.4197623339,256.8675604438,62.4926646285,65.9681130035,187.9130209435,239.7031379708,95.5102643578,NA
"Bol12W","Va26_inra",3251,"Va26","Va26_H","DROPS",2.9030272181,1155.3915468141,256.9226328512,66.8130231852,73.9417852881,198.9137014123,251.0729432896,113.8428964414,NA
"Bol12W","W117_inra",3252,"W117","W117_H","DROPS",3.1804321931,1377.003336514,236.7604759629,61.0857352914,67.144285133,182.4761197964,233.6514129783,95.3220752842,NA
"Bol12W","W182E_inra",3253,"W182E","W182E_H","DROPS",2.5530835139,984.7173425393,246.8334671759,65.4297960552,67.2993202548,193.2443536937,242.0162715729,106.2018016666,NA
"Bol12W","W604S_uh",3254,"W604S","W604S_H","DROPS",3.9688357437,1455.6364776538,259.6856798871,65.9952015141,70.2655283725,192.0697652078,247.8809514123,96.2274221305,NA
"Bol12W","Wf9_inra",3255,"Wf9","Wf9_H","DROPS",4.1435344384,1590.1729728605,256.0413902963,64.9649138314,69.782943245,187.3896635727,233.2854929231,95.8550066605,NA
"Bol12W","SGI061_ifsi",3256,"SGI061","SGI061_H","DROPS",4.238963664,1478.4027567722,287.4612941365,65.4176491614,70.3740994119,202.4132920881,253.5623910228,98.5434381734,NA
"Cam12R","B73_inra",3001,"B73","B73_H","DROPS",2.1413979389,786.4663360522,NA,71.2350774674,82.2155778948,130.4215301358,158.7539932207,70.0045283524,"CrossValidation"
"Cam12R","PH207_usda",3002,"PH207","PH207_H","DROPS",2.0073078758,688.1934325036,NA,67.2863659558,77.6234788276,134.1890526702,164.8041071918,66.0836860129,"CrossValidation"
"Cam12R","Oh43_inra",3003,"Oh43","Oh43_H","DROPS",1.7258079451,620.9780968064,NA,71.5872962011,84.1164408507,116.761246449,147.1137972661,60.6569523401,"CrossValidation"
"Cam12R","W64A_inra",3004,"W64A","W64A_H","DROPS",1.3873004412,498.7692690688,NA,69.9080861509,80.9747175135,132.257069156,162.8142403355,66.8820889722,"CrossValidation"
"Cam12R","Oh33_inra",3005,"Oh33","Oh33_H","DROPS",1.2291725686,510.9642069396,NA,71.096048766,82.2298852666,123.3526655204,153.4170828095,63.2056154722,"CrossValidation"
"Cam12R","EZ47_csic",3006,"EZ47","EZ47_H","DROPS",0.9241703175,325.0435968242,NA,70.5411147951,83.9471098401,144.5529189669,182.6608406195,79.4789190279,"CrossValidation"
"Cam12R","MS153_inra",3007,"MS153","MS153_H","DROPS",1.5780786617,524.2898115287,NA,70.1117055759,84.1463680362,137.2426820402,173.365850581,77.4706802033,"CrossValidation"
"Cam12R","A310_inra",3008,"A310","A310_H","DROPS",2.7644188951,957.8363459521,NA,70.8366191194,82.4849466347,136.4930950003,167.5831857033,74.3295478893,"CrossValidation"
"Cam12R","B84_inra",3009,"B84","B84_H","DROPS",3.0374112486,1036.5750645037,NA,71.0720227685,86.5348768576,140.4242105747,172.9760737914,73.9828335304,"CrossValidation"
"Cam12R","F894_inra",3010,"F894","F894_H","DROPS",1.7321294587,586.7981268245,NA,72.6970146106,82.6305913814,148.2433027519,180.5296100263,70.1034785497,"CrossValidation"
"Cam12R","F912_inra",3011,"F912","F912_H","DROPS",1.4851769715,544.425116636,NA,70.3053357544,82.7820039521,142.8700736484,168.8059376154,67.1041379689,"CrossValidation"
"Cam12R","B105_inra",3012,"B105","B105_H","DROPS",1.1138017785,402.2458519875,NA,69.1832639921,82.832525709,116.4697062137,145.6162090564,62.8879457178,"CrossValidation"
"Cam12R","A347_inra",3013,"A347","A347_H","DROPS",1.8124780618,687.9395164495,NA,71.2340009437,80.4872916951,125.7929132751,158.374218052,69.3338431378,"CrossValidation"
"Cam12R","EP52_csic",3014,"EP52","EP52_H","DROPS",2.3147326846,793.5224188589,NA,71.4666257592,80.7606889073,123.8740953815,165.9478615559,71.4036684322,"CrossValidation"
"Cam12R","F7028_inra",3015,"F7028","F7028_H","DROPS",3.3039577161,1307.9726123009,NA,72.6319284786,81.277824608,144.3054562128,171.4707355602,80.1070028897,"CrossValidation"
"Cam12R","FC1890_inra",3016,"F1890","F1890_H","DROPS",2.2642969786,773.1284714788,NA,70.6768008598,79.4316628947,134.9495565922,167.0790078924,70.9130164975,"CrossValidation"
"Cam12R","A374_inra",3017,"A374","A374_H","DROPS",2.8572573373,1123.648603421,NA,72.8286919564,82.4216786861,134.0264713108,173.1778015038,68.2324641867,"CrossValidation"
"Cam12R","FR19_usda",3018,"FR19","FR19_H","DROPS",1.1725203358,401.2678168191,NA,69.5064745431,84.7213207859,131.8831026542,164.0366040806,69.2766887857,"CrossValidation"
"Cam12R","B100_uh",3019,"B100","B100_H","DROPS",2.0066893303,660.18528855,NA,73.4581887453,80.7276572576,125.1948295741,157.5109042929,75.3673474473,"CrossValidation"
"Cam12R","EZ11A_csic",3020,"EZ11A","EZ11A_H","DROPS",2.5856201882,954.8113565059,NA,70.0144404471,82.2490770779,144.7815950765,178.0963765563,77.6690246093,"CrossValidation"
"Cam12R","EZ37_csic",3021,"EZ37","EZ37_H","DROPS",1.655047679,566.2673135332,NA,72.5073219921,85.3587796766,132.9595447984,163.9897952091,70.4077391182,"CrossValidation"
"Cam12R","F1808_inra",3022,"F1808","F1808_H","DROPS",1.6665816374,540.1519099356,NA,70.9941052464,82.7371682943,141.0501341863,171.0221966879,68.8778430109,"CrossValidation"
"Cam12R","Pa405_uh",3023,"Pa405","Pa405_H","DROPS",2.1827615053,839.7829795645,NA,69.7700139629,82.9870508694,137.8044504443,170.1148116653,65.0320483141,"CrossValidation"
"Cam12R","LH38_usda",3024,"LH38","LH38_H","DROPS",1.9017455242,645.8312439731,NA,71.8502561283,83.0803777593,121.244521097,149.9580513124,68.135525178,"CrossValidation"
"Cam12R","Oh02_inra",3025,"Oh02","Oh02_H","DROPS",2.1765136339,740.2326388623,NA,73.05234387,84.1811237212,145.7990643639,178.3586865155,78.6255670839,"CrossValidation"
"Cam12R","UH250_uh",3026,"UH250","UH250_H","DROPS",2.3788636184,882.6531895894,NA,68.7188382507,77.241486581,142.8966368367,169.8747089976,73.4609033956,"CrossValidation"
"Cam12R","B97_usa",3027,"B97","B97_H","DROPS",4.0862968768,1375.2204688233,NA,70.8972248536,79.7353306866,142.4023699964,181.255052958,80.1741782019,"CrossValidation"
"Cam12R","F838_inra",3028,"F838","F838_H","DROPS",2.653364847,993.4733623895,NA,74.2920088602,84.1234317751,133.0293465086,162.9567329857,73.912948092,"CrossValidation"
"Cam12R","B104_inra",3029,"B104","B104_H","DROPS",1.3235515519,456.5070752206,NA,71.0086154294,85.0133023887,124.0529220783,153.5082030035,62.4235077527,"CrossValidation"
"Cam12R","B89_inra",3030,"B89","B89_H","DROPS",0.3774334476,135.8258222848,NA,69.0650334034,81.8512146944,107.8236951097,138.3278005489,54.1143773489,"CrossValidation"
"Cam12R","NC290_uh",3031,"NC290","NC290_H","DROPS",1.4856834978,469.8124356428,NA,72.3895891184,85.916425431,141.2370176294,176.7978560171,75.5789486077,"CrossValidation"
"Cam12R","UH_P089_uh",3032,"UH_P089","UH_P089_H","DROPS",3.5036022841,1241.9912100214,NA,69.7977250424,81.6666076427,147.156878843,181.9424853576,76.869955816,"CrossValidation"
"Cam12R","EC232_ciam",3033,"EC232","EC232_H","DROPS",1.0158877898,329.0801781016,NA,70.6386658534,84.5041168912,111.1285054641,141.715747283,60.9921351931,"CrossValidation"
"Cam12R","LAN496_inra",3034,"LAN496","LAN496_H","DROPS",0.8996655487,311.7467561439,NA,73.6858244288,84.3520892678,139.1233770172,168.4611819761,73.0591803607,"CrossValidation"
"Cam12R","EP2008-18_csic",3035,"EP2008-18","EP2008-18_H","DROPS",2.2616129502,776.663980725,NA,70.2063168397,82.5127454315,139.5758756067,168.757504304,73.6956533932,"CrossValidation"
"Cam12R","F7081_inra",3036,"F7081","F7081_H","DROPS",2.9207412671,980.0723264285,NA,70.4555609524,80.8456822327,131.859176333,169.2626769748,76.1244287829,"CrossValidation"
"Cam12R","HMV5422_Martonvasar",3037,"HMV5422","HMV5422_H","DROPS",3.3747297171,1213.465413654,NA,71.9635950626,81.175417171,162.324953499,199.8093968454,87.0656938309,"CrossValidation"
"Cam12R","Os426_inra",3038,"Os426","Os426_H","DROPS",2.10305269,677.2429427541,NA,73.037699926,84.4882496185,133.4002730799,159.8195115955,70.6838250612,"CrossValidation"
"Cam12R","PHG39_usda",3039,"PHG39","PHG39_H","DROPS",2.6819070984,952.9845762446,NA,72.9983764131,86.1470193978,146.2447088885,177.0764148923,78.1732178064,"CrossValidation"
"Cam12R","F7001_inra",3040,"F7001","F7001_H","DROPS",1.479786279,571.721737956,NA,71.3332230351,84.0024053572,136.5259719249,173.0835304585,78.337853053,"CrossValidation"
"Cam12R","LH74_inra",3041,"LH74","LH74_H","DROPS",1.4152642445,439.5625848659,NA,71.8426037461,81.2407668303,130.1732754527,164.224803777,65.2841652215,"CrossValidation"
"Cam12R","HMV5405_Martonvasar",3042,"HMV5405","HMV5405_H","DROPS",2.2713292475,754.7954291458,NA,69.6435289925,80.5590639826,153.0065416951,184.180199329,73.9701582201,"CrossValidation"
"Cam12R","F924_inra",3043,"F924","F924_H","DROPS",2.47248271,865.8859216117,NA,70.8052335058,82.8133152074,130.5301496194,166.1979816908,70.6015208499,"CrossValidation"
"Cam12R","EZ40_csic",3044,"EZ40","EZ40_H","DROPS",2.9742958593,987.6520322349,NA,71.4873979338,80.4605968836,132.1171090692,161.3039165903,73.0156701456,"CrossValidation"
"Cam12R","W23_uh",3045,"W23","W23_H","DROPS",0.9244276633,339.5909668414,NA,70.156829706,79.9956891947,130.2309637655,159.7766861505,61.7523834542,"CrossValidation"
"Cam12R","Mo17_inra",3046,"Mo17","Mo17_H","DROPS",0.4322611421,138.8917944253,NA,72.8095408499,86.2729894158,136.9828924764,167.2779607516,74.2558983218,"CrossValidation"
"Cam12R","W9_inra",3047,"W9","W9_H","DROPS",1.7448135189,747.8093233605,NA,68.5116816051,83.4553907577,119.6962710661,147.3445126231,64.2309889909,"CrossValidation"
"Cam12R","F7025_inra",3049,"F7025","F7025_H","DROPS",1.5803339187,564.2867721189,NA,70.6105546291,81.7925676913,141.1712236402,175.0106371205,68.7555277361,"CrossValidation"
"Cam12R","CO109_inra",3050,"CO109","CO109_H","DROPS",1.6446659628,572.9679511264,NA,68.7176029206,80.7420341882,128.6927133292,159.5617592192,67.8074180181,"CrossValidation"
"Cam12R","PHG83_usda",3051,"PHG83","PHG83_H","DROPS",0.6730523107,216.5043105642,NA,70.9902962209,82.4570546793,121.554882818,150.7390972787,64.3557855754,"CrossValidation"
"Cam12R","N25_inra",3052,"N25","N25_H","DROPS",0.732223191,234.3921445524,NA,71.5041765321,83.0126254167,122.367912809,152.3256437648,59.4669523407,"CrossValidation"
"Cam12R","B107_inra",3053,"B107","B107_H","DROPS",1.2415189774,406.3202590636,NA,70.8183904916,84.6596701991,142.080321513,171.6959766827,75.6227489437,"CrossValidation"
"Cam12R","F748_inra",3054,"F748","F748_H","DROPS",1.6673522371,589.9219137889,NA,70.4555718001,84.3177642258,134.2466692809,168.8970524148,71.7907801179,"CrossValidation"
"Cam12R","PHG86_usda",3055,"PHG86","PHG86_H","DROPS",1.9648581239,663.3593415799,NA,71.7649660588,82.0621230595,126.6879745857,157.5144158045,66.5215689191,"CrossValidation"
"Cam12R","DK78371A_usda",3056,"DK78371A","DK78371A_H","DROPS",0.6029287581,182.8409695618,NA,72.8117565756,84.8909635533,129.4916668953,159.6439790567,66.2435279026,"CrossValidation"
"Cam12R","F712_inra",3057,"F712","F712_H","DROPS",3.2824626314,1247.5013535397,NA,73.2549072908,86.7594510269,151.3418554123,189.8086943833,81.9144310056,"CrossValidation"
"Cam12R","HMV5325_Martonvasar",3058,"HMV5325","HMV5325_H","DROPS",3.4407485389,1237.0372248865,NA,68.9983494709,79.5637649127,153.5923546717,191.6115143475,81.1920243607,"CrossValidation"
"Cam12R","B113_uh",3059,"B113","B113_H","DROPS",1.9235582812,747.9391799211,NA,71.5011330376,82.5939683002,127.6639673938,160.1752411244,64.9284650409,"CrossValidation"
"Cam12R","LH145_usda",3060,"LH145","LH145_H","DROPS",2.3384513436,827.5454551732,NA,67.0581167593,78.8901813958,131.2334672211,165.0455432076,70.6306743271,"CrossValidation"
"Cam12R","PB98TR_inra",3061,"PB98TR","PB98TR_H","DROPS",3.0576715405,1145.7291197788,NA,74.1817504448,86.0291288392,143.271949301,172.8145863037,82.2831264051,"CrossValidation"
"Cam12R","PB116_inra",3062,"PB116","PB116_H","DROPS",1.0496465222,365.3486729437,NA,71.7073489104,78.7466769934,128.330408922,164.6080632241,68.4186120138,"CrossValidation"
"Cam12R","W602S_uh",3063,"W602S","W602S_H","DROPS",2.4157801025,863.8559517629,NA,70.0201484961,81.4002579239,138.2648213715,168.7837802601,77.0294539895,"CrossValidation"
"Cam12R","N6_inra",3064,"N6","N6_H","DROPS",1.6351092551,562.6225587102,NA,69.5362565803,83.344729084,119.3909431046,147.5022577396,60.1103531346,"CrossValidation"
"Cam12R","F918_inra",3065,"F918","F918_H","DROPS",3.3807878002,1213.7114685052,NA,70.5486055275,83.7417528464,131.4503042525,162.6814545162,69.1171724817,"CrossValidation"
"Cam12R","B106_inra",3066,"B106","B106_H","DROPS",1.1544384313,403.9248400972,NA,71.8456699844,83.2684964757,126.2321234887,157.6454918271,72.0584673748,"CrossValidation"
"Cam12R","AS5707_usda",3067,"AS5707","AS5707_H","DROPS",1.4512229859,527.2026085675,NA,71.8643534636,85.5738570243,150.3426308564,184.0704782313,81.4048657956,"CrossValidation"
"Cam12R","Lp5_usda",3069,"Lp5","Lp5_H","DROPS",1.7446316984,611.3577124812,NA,72.4948055369,83.1743985869,138.7519708836,174.081029113,69.4335623176,"CrossValidation"
"Cam12R","EM1163_inra",3070,"EA1163","EA1163_H","DROPS",0.7116461899,247.672571839,NA,68.8691989622,80.6294911809,129.7613801362,160.4568076141,66.0424646071,"CrossValidation"
"Cam12R","LH82_inra",3072,"LH82","LH82_H","DROPS",2.5198642689,1087.7293072805,NA,71.3292186979,81.0205398988,127.8544424219,157.2973966867,69.5011960121,"CrossValidation"
"Cam12R","B108_uh",3074,"B108","B108_H","DROPS",1.729012857,636.0955759902,NA,72.8150813318,83.832001945,138.1732357503,171.5470971571,67.4879015425,"CrossValidation"
"Cam12R","UH_P128_uh",3075,"UH_P128","UH_P128_H","DROPS",1.3533312413,423.8003093775,NA,68.7726699925,80.3817896118,131.2397069273,162.3095933403,67.8719512336,"CrossValidation"
"Cam12R","EP51_csic",3076,"EP51","EP51_H","DROPS",1.2438184538,457.7153451148,NA,69.8655003224,81.9339183408,104.9734244659,138.7987535212,48.575754328,"CrossValidation"
"Cam12R","PHH93_usda",3077,"PHH93","PHH93_H","DROPS",0.3874202795,130.7588427749,NA,69.6487856668,80.9729208718,103.4689456641,134.3432301411,51.9688636328,"CrossValidation"
"Cam12R","EP55_csic",3078,"EP55","EP55_H","DROPS",2.1639628599,801.7950810831,NA,71.2339310038,82.7924562988,143.4747703282,179.6697996311,86.1037680581,"CrossValidation"
"Cam12R","B98_uh",3079,"B98","B98_H","DROPS",1.6826296695,611.4504388188,NA,71.5739478173,86.0687865242,133.3508462625,163.9605406186,67.1148727893,"CrossValidation"
"Cam12R","ML606_usda",3080,"ML606","ML606_H","DROPS",2.9847323694,1014.1376437904,NA,71.4114418938,83.1041023031,142.7447036087,176.9057429838,80.4995217631,"CrossValidation"
"Cam12R","DKFBHJ_usda",3081,"DKFBHJ","DKFBHJ_H","DROPS",1.0683555395,364.9444168594,NA,70.3055400726,78.8778058261,139.4763682398,171.076009817,71.9287411094,"CrossValidation"
"Cam12R","PHG47_usda",3082,"PHG47","PHG47_H","DROPS",1.4778717443,509.1922976696,NA,70.4939548674,82.5157730798,119.9897713104,149.2436426291,61.1208505995,"CrossValidation"
"Cam12R","PHB09_usda",3083,"PHB09","PHB09_H","DROPS",1.2574837465,410.0730869801,NA,70.9905891822,82.0108372062,120.2938745068,152.2786309946,62.5879942043,"CrossValidation"
"Cam12R","F98902_inra",3084,"F98902","F98902_H","DROPS",0.9573708045,308.366476153,NA,69.808193672,79.223647139,151.0286564935,180.2566871541,82.0737403778,"CrossValidation"
"Cam12R","B37_inra",3085,"B37","B37_H","DROPS",1.790170983,635.1698538584,NA,71.5412237163,83.0934342943,138.3653623705,170.6722285851,74.0234057859,"CrossValidation"
"Cam12R","FV353_inra",3086,"F353","F353_H","DROPS",2.8738773638,936.7164676502,NA,67.1290437758,78.6256117056,160.2973961804,189.1633074857,80.7923760581,"CrossValidation"
"Cam12R","EC136_ciam",3087,"EC136","EC136_H","DROPS",1.4431535982,504.4422602615,NA,67.5165063449,81.315872445,130.307088303,164.2497667269,68.0625412034,"CrossValidation"
"Cam12R","W95115_inra",3088,"W95115","W95115_H","DROPS",1.0595682097,376.9046140905,NA,70.4119721832,80.4860623234,109.809055645,138.980263783,56.2071457491,"CrossValidation"
